"","alpha_1","beta_w1_1","beta_w2_1","beta_ta1_1","beta_ta2_1","beta_Ec1_1","beta_Ec2_1","beta_wta_1","beta_wEc_1","beta_taEc_1","alpha_2","beta_w1_2","beta_w2_2","beta_ta1_2","beta_ta2_2","beta_Ec1_2","beta_Ec2_2","beta_wta_2","beta_wEc_2","beta_taEc_2","alpha_3","beta_w1_3","beta_w2_3","beta_ta1_3","beta_ta2_3","beta_Ec1_3","beta_Ec2_3","beta_wta_3","beta_wEc_3","beta_taEc_3","alpha_4","beta_w1_4","beta_w2_4","beta_ta1_4","beta_ta2_4","beta_Ec1_4","beta_Ec2_4","beta_wta_4","beta_wEc_4","beta_taEc_4","sigma_1","sigma_2","sigma_3","sigma_4","asc_2","x_female_2","x_mayor45_2","x_underage_in_household_2","x_only_worker_2","x_university_2","x_metropolitana_2","asc_3","x_female_3","x_mayor45_3","x_underage_in_household_3","x_only_worker_3","x_university_3","x_metropolitana_3","asc_4","x_female_4","x_mayor45_4","x_underage_in_household_4","x_only_worker_4","x_university_4","x_metropolitana_4"
"sigma_4",0,0,-1.81898940354586,12.732925824821,-9.09494701772928,32.7418092638254,107.320374809206,-1.81898940354586,-5.45696821063757,-200.088834390044,0,1.81898940354586,-3.63797880709171,-7.27595761418343,-214.640749618411,36.3797880709171,-2884.91719402373,7.27595761418343,-105.50138540566,3.63797880709171,1.81898940354586,-1.81898940354586,3.63797880709171,-20.0088834390044,551.153789274395,-60.0266503170133,4698.44962935895,34.5607986673713,125.510268844664,944.0555004403,-3.63797880709171,5.45696821063757,-14.5519152283669,1.81898940354586,-1158.69625005871,94.5874489843845,-7126.80048309267,20.0088834390044,-274.667399935424,-494.765117764473,-1.81898940354586,-1.81898940354586,0,-20.0088834390044,0,0,0,-1.81898940354586,1.81898940354586,0,0,-10.9139364212751,-5.45696821063757,-3.63797880709171,-5.45696821063757,-1.81898940354586,0,-1.81898940354586,5.45696821063757,3.63797880709171,1.81898940354586,5.45696821063757,1.81898940354586,0,1.81898940354586
"asc_2",-5.45696821063757,3.63797880709171,-216.459739021957,-90.9494701772928,-245.563569478691,-232.83064365387,-98039.8908723146,-420.186552219093,-4667.52680949867,-8441.92982185632,-5.45696821063757,-1.81898940354586,45.4747350886464,-98.2254277914762,-2532.03324973583,-156.433088704944,-77656.2956161797,-118.234311230481,-1025.91002359986,-6248.22860118002,-7.27595761418343,9.09494701772928,1.81898940354586,-65.4836185276508,-2077.28589884937,1.81898940354586,-40441.591409035,-103.682396002114,-507.498043589294,-5818.94710194319,-3.63797880709171,3.63797880709171,-1.81898940354586,1.81898940354586,-1067.74677988142,190.993887372315,-16800.1861311495,-78.2165443524718,-392.901711165905,-1899.02493730187,-38.198777474463,1.81898940354586,-5.45696821063757,0,-134.605215862393,-32.7418092638254,-76.397554948926,-65.4836185276508,-65.4836185276508,-49.1127138957381,-50.931703299284,36.3797880709171,14.5519152283669,21.8278728425503,5.45696821063757,25.465851649642,5.45696821063757,12.732925824821,-18.1898940354586,-7.27595761418343,-9.09494701772928,-1.81898940354586,-9.09494701772928,0,-5.45696821063757
"x_female_2",0,3.63797880709171,36.3797880709171,-25.465851649642,622.094376012683,136.424205265939,5898.98263569921,1.81898940354586,389.263732358813,-327.418092638254,-1.81898940354586,3.63797880709171,36.3797880709171,-10.9139364212751,-913.13268058002,54.5696821063757,-8087.22688816488,-80.0355337560177,211.002770811319,-3095.91996483505,-5.45696821063757,3.63797880709171,5.45696821063757,-14.5519152283669,-824.002199806273,36.3797880709171,-16232.6614372432,-72.7595761418343,-112.777343019843,-3072.27310258895,-1.81898940354586,0,-1.81898940354586,16.3709046319127,-494.765117764473,96.4064383879304,-7108.61058905721,-52.7506927028298,-209.183781407773,-1215.08492156863,-10.9139364212751,0,-3.63797880709171,0,-32.7418092638254,-34.5607986673713,-21.8278728425503,-21.8278728425503,-14.5519152283669,-16.3709046319127,-16.3709046319127,12.732925824821,12.732925824821,9.09494701772928,3.63797880709171,9.09494701772928,0,5.45696821063757,-7.27595761418343,-7.27595761418343,-5.45696821063757,-1.81898940354586,-5.45696821063757,0,-1.81898940354586
"x_mayor45_2",-3.63797880709171,3.63797880709171,-140.062184073031,-43.6557456851006,23.6468622460961,-23.6468622460961,-39091.901271604,-329.2370820418,-2606.61181528121,-5726.17864236236,-3.63797880709171,3.63797880709171,98.2254277914762,-58.2076609134674,-1082.29869510978,-21.8278728425503,-25316.6945185512,-56.3886715099216,422.005541622639,-2788.5107556358,-5.45696821063757,3.63797880709171,12.732925824821,-16.3709046319127,-1016.81507658213,47.2937244921923,-13955.2867040038,-36.3797880709171,-98.2254277914762,-2197.33919948339,-3.63797880709171,0,-5.45696821063757,0,-902.218744158745,125.510268844664,-10886.651580222,-27.2848410531878,-274.667399935424,-1307.85338114947,-23.6468622460961,0,-3.63797880709171,0,-76.397554948926,-21.8278728425503,-78.2165443524718,-32.7418092638254,-40.0177668780088,-21.8278728425503,-27.2848410531878,20.0088834390044,7.27595761418343,20.0088834390044,1.81898940354586,12.732925824821,1.81898940354586,5.45696821063757,-9.09494701772928,-5.45696821063757,-9.09494701772928,3.63797880709171,-5.45696821063757,0,-3.63797880709171
"x_underage_in_household_2",-3.63797880709171,7.27595761418343,89.130480773747,-69.1215973347425,205.545802600682,125.510268844664,-18091.6686076671,-81.8545231595635,251.020537689328,-3759.85109712929,-1.81898940354586,-1.81898940354586,20.0088834390044,-61.8456397205591,-722.138793207705,-9.09494701772928,-33958.7131747976,-25.465851649642,-476.575223729014,-2364.68622460961,-3.63797880709171,1.81898940354586,12.732925824821,-14.5519152283669,-774.889485910535,34.5607986673713,-7355.99314793944,-29.1038304567337,127.32925824821,-1777.1526472643,-3.63797880709171,0,0,5.45696821063757,-840.373104438186,150.976120494306,-9958.96698441356,-78.2165443524718,-265.572452917695,-1482.47636388987,-25.465851649642,-1.81898940354586,-1.81898940354586,-1.81898940354586,-65.4836185276508,-21.8278728425503,-32.7418092638254,-67.3026079311967,-25.465851649642,-27.2848410531878,-23.6468622460961,1.81898940354586,1.81898940354586,1.81898940354586,3.63797880709171,1.81898940354586,-5.45696821063757,0,-3.63797880709171,-1.81898940354586,3.63797880709171,-3.63797880709171,-3.63797880709171,0,-1.81898940354586
"x_only_worker_2",-3.63797880709171,-10.9139364212751,-303.771230392158,-52.7506927028298,-130.967237055302,-381.98777474463,-94125.4256758839,-114.596332423389,-4740.2863856405,-3437.88997270167,-5.45696821063757,-3.63797880709171,-7.27595761418343,-27.2848410531878,-1587.97774929553,-251.020537689328,-63957.4864180759,-96.4064383879304,-1291.48247651756,-4092.72615797818,-3.63797880709171,7.27595761418343,20.0088834390044,-40.0177668780088,-651.198206469417,7.27595761418343,-20598.2360057533,-25.465851649642,-101.863406598568,-2793.96772384644,1.81898940354586,-1.81898940354586,0,3.63797880709171,332.875060848892,5.45696821063757,-6526.53397992253,-23.6468622460961,-114.596332423389,-562.06772569567,-14.5519152283669,3.63797880709171,-3.63797880709171,1.81898940354586,-65.4836185276508,-14.5519152283669,-40.0177668780088,-25.465851649642,-65.4836185276508,-21.8278728425503,-21.8278728425503,25.465851649642,9.09494701772928,14.5519152283669,3.63797880709171,25.465851649642,7.27595761418343,7.27595761418343,-9.09494701772928,-5.45696821063757,-5.45696821063757,-3.63797880709171,-9.09494701772928,0,-1.81898940354586
"x_university_2",1.81898940354586,1.81898940354586,207.364792004228,-40.0177668780088,-29.1038304567337,-167.347025126219,-53827.534429729,-287.400325760245,-811.269273981452,-6646.58728055656,-3.63797880709171,-1.81898940354586,52.7506927028298,-54.5696821063757,-403.81564758718,-283.762346953154,-60432.284954004,-103.682396002114,-894.942786544561,-4012.69062422216,-1.81898940354586,-1.81898940354586,3.63797880709171,-25.465851649642,-303.771230392158,-160.071067512035,-29287.5483864918,-120.053300634027,-416.548573412001,-3477.90773957968,0,-1.81898940354586,0,0,0,0,0,0,0,0,-18.1898940354586,0,-1.81898940354586,0,-49.1127138957381,-16.3709046319127,-21.8278728425503,-27.2848410531878,-21.8278728425503,-50.931703299284,-23.6468622460961,5.45696821063757,0,3.63797880709171,-1.81898940354586,7.27595761418343,5.45696821063757,3.63797880709171,0,0,0,0,0,0,0
"x_metropolitana_2",0,-3.63797880709171,-254.65851649642,-16.3709046319127,-107.320374809206,-158.25207810849,-18866.5580935776,-94.5874489843845,-2595.69787885994,-2581.14596363157,-1.81898940354586,1.81898940354586,23.6468622460961,-29.1038304567337,-765.794538892806,-45.4747350886464,-26950.1470029354,-20.0088834390044,-283.762346953154,-1646.185410209,-1.81898940354586,1.81898940354586,14.5519152283669,-14.5519152283669,-358.340912498534,0,-7372.36405257136,-47.2937244921923,14.5519152283669,-1715.30700754374,-1.81898940354586,1.81898940354586,-1.81898940354586,3.63797880709171,-698.491930961609,100.044417195022,-5322.36299477518,-16.3709046319127,-149.15713109076,-556.610757485032,-16.3709046319127,0,-1.81898940354586,0,-50.931703299284,-16.3709046319127,-27.2848410531878,-23.6468622460961,-21.8278728425503,-23.6468622460961,-50.931703299284,10.9139364212751,5.45696821063757,7.27595761418343,1.81898940354586,7.27595761418343,3.63797880709171,10.9139364212751,-5.45696821063757,-1.81898940354586,-3.63797880709171,-1.81898940354586,-1.81898940354586,0,-5.45696821063757
"asc_3",7.27595761418343,-5.45696821063757,-140.062184073031,-52.7506927028298,-576.619640924037,-52.7506927028298,20801.9628189504,50.931703299284,-934.96055342257,-1284.20651890337,9.09494701772928,-3.63797880709171,34.5607986673713,43.6557456851006,3121.38581648469,101.863406598568,59491.8674323708,70.9405867382884,1298.75843413174,4956.74612466246,27.2848410531878,-29.1038304567337,61.8456397205591,0,6528.35296932608,-416.548573412001,82272.8907223791,103.682396002114,1977.24148165435,7050.40292814374,16.3709046319127,-25.465851649642,54.5696821063757,-36.3797880709171,5862.6028476283,-545.696821063757,43737.6002082601,56.3886715099216,1437.00162880123,5076.79942529649,-34.5607986673713,-5.45696821063757,0,-10.9139364212751,36.3797880709171,12.732925824821,20.0088834390044,1.81898940354586,25.465851649642,5.45696821063757,10.9139364212751,-263.753463514149,-141.881173476577,-101.863406598568,-103.682396002114,-109.139364212751,-43.6557456851006,-69.1215973347425,63.664629124105,43.6557456851006,18.1898940354586,30.9228198602796,27.2848410531878,0,7.27595761418343
"x_female_3",7.27595761418343,-3.63797880709171,-12.732925824821,-7.27595761418343,771.251507103443,161.890056915581,43593.90004538,167.347025126219,631.189323030412,2666.63846559823,1.81898940354586,-5.45696821063757,-18.1898940354586,-9.09494701772928,1069.56576928496,-74.5785655453801,9715.22240433842,74.5785655453801,40.0177668780088,2310.11654250324,16.3709046319127,-21.8278728425503,29.1038304567337,-67.3026079311967,4380.12648373842,-385.625753551722,39482.9839933664,96.4064383879304,896.761775948107,5255.06038684398,9.09494701772928,-20.0088834390044,36.3797880709171,-83.6735125631094,3668.90162695199,-418.367562815547,27222.9954134673,112.777343019843,945.874489843845,5102.26527694613,-10.9139364212751,-1.81898940354586,1.81898940354586,-5.45696821063757,14.5519152283669,12.732925824821,7.27595761418343,1.81898940354586,9.09494701772928,0,5.45696821063757,-141.881173476577,-141.881173476577,-58.2076609134674,-72.7595761418343,-52.7506927028298,-23.6468622460961,-38.198777474463,43.6557456851006,43.6557456851006,12.732925824821,23.6468622460961,16.3709046319127,0,7.27595761418343
"x_mayor45_3",1.81898940354586,-5.45696821063757,-132.786226458848,-25.465851649642,-278.305378742516,-98.2254277914762,-8429.1968960315,-96.4064383879304,-1182.34311230481,-2375.60016103089,5.45696821063757,-5.45696821063757,-10.9139364212751,18.1898940354586,1567.96886585653,-9.09494701772928,19432.2637980804,40.0177668780088,187.355908565223,2310.11654250324,10.9139364212751,-14.5519152283669,-1.81898940354586,-10.9139364212751,2215.52909351885,-205.545802600682,26671.8416241929,47.2937244921923,494.765117764473,2675.73341261595,5.45696821063757,-9.09494701772928,20.0088834390044,-20.0088834390044,1818.98940354586,-178.260961547494,15357.7275341377,60.0266503170133,551.153789274395,2262.82281801105,-16.3709046319127,-1.81898940354586,1.81898940354586,-3.63797880709171,21.8278728425503,9.09494701772928,20.0088834390044,1.81898940354586,14.5519152283669,3.63797880709171,7.27595761418343,-101.863406598568,-58.2076609134674,-101.863406598568,-16.3709046319127,-49.1127138957381,-10.9139364212751,-27.2848410531878,20.0088834390044,14.5519152283669,18.1898940354586,5.45696821063757,9.09494701772928,0,1.81898940354586
"x_underage_in_household_3",3.63797880709171,1.81898940354586,-18.1898940354586,-41.8367562815547,118.234311230481,127.32925824821,17515.0489667431,52.7506927028298,132.786226458848,-83.6735125631094,3.63797880709171,-1.81898940354586,25.465851649642,20.0088834390044,1115.04050437361,-3.63797880709171,25367.6262218505,43.6557456851006,676.664058119059,2173.6923372373,12.732925824821,-12.732925824821,10.9139364212751,-40.0177668780088,3838.06764148176,-220.097717829049,25798.7267104909,30.9228198602796,389.263732358813,3858.07652492076,10.9139364212751,-16.3709046319127,38.198777474463,-50.931703299284,3614.33194484562,-389.263732358813,25287.5906880945,49.1127138957381,864.019966684282,3728.92827726901,-12.732925824821,0,-1.81898940354586,-5.45696821063757,5.45696821063757,3.63797880709171,1.81898940354586,3.63797880709171,3.63797880709171,-1.81898940354586,1.81898940354586,-103.682396002114,-72.7595761418343,-16.3709046319127,-103.682396002114,-40.0177668780088,-16.3709046319127,-23.6468622460961,34.5607986673713,25.465851649642,3.63797880709171,32.7418092638254,16.3709046319127,0,5.45696821063757
"x_only_worker_3",3.63797880709171,3.63797880709171,-7.27595761418343,-18.1898940354586,-394.720700569451,178.260961547494,28665.4540104792,263.753463514149,327.418092638254,4552.93047707528,7.27595761418343,0,36.3797880709171,10.9139364212751,2029.99217435718,169.166014529765,47923.0948258191,58.2076609134674,1184.16210170835,3048.62624034286,10.9139364212751,-14.5519152283669,3.63797880709171,0,1340.5951904133,-125.510268844664,39299.2660636082,81.8545231595635,794.898369349539,2826.70953311026,5.45696821063757,-7.27595761418343,14.5519152283669,-27.2848410531878,2095.47579288483,-98.2254277914762,10300.9369922802,41.8367562815547,260.115484707057,2321.03047892451,-12.732925824821,-3.63797880709171,3.63797880709171,-1.81898940354586,25.465851649642,9.09494701772928,12.732925824821,1.81898940354586,25.465851649642,7.27595761418343,7.27595761418343,-109.139364212751,-52.7506927028298,-49.1127138957381,-40.0177668780088,-109.139364212751,-14.5519152283669,-25.465851649642,27.2848410531878,16.3709046319127,7.27595761418343,14.5519152283669,29.1038304567337,0,3.63797880709171
"x_university_3",5.45696821063757,1.81898940354586,-34.5607986673713,5.45696821063757,451.109372079372,240.106601268053,31084.7099171951,27.2848410531878,121.872290037572,1444.27758641541,1.81898940354586,5.45696821063757,32.7418092638254,32.7418092638254,434.73846744746,209.183781407773,42913.5980084538,65.4836185276508,1102.30757854879,2775.77782981098,3.63797880709171,3.63797880709171,5.45696821063757,14.5519152283669,360.15990190208,227.373675443232,43017.280404456,167.347025126219,869.476934894919,3694.36747860163,0,-1.81898940354586,0,-1.81898940354586,0,-1.81898940354586,0,0,-1.81898940354586,0,-10.9139364212751,-1.81898940354586,-1.81898940354586,0,5.45696821063757,0,1.81898940354586,-5.45696821063757,7.27595761418343,5.45696821063757,3.63797880709171,-43.6557456851006,-23.6468622460961,-10.9139364212751,-16.3709046319127,-14.5519152283669,-41.8367562815547,-16.3709046319127,0,0,-1.81898940354586,0,0,0,0
"x_metropolitana_3",3.63797880709171,-9.09494701772928,-101.863406598568,10.9139364212751,-45.4747350886464,85.4925019666553,21698.7245948985,12.732925824821,-747.604644857347,2355.59127759188,3.63797880709171,0,9.09494701772928,1.81898940354586,842.192093841732,40.0177668780088,22877.4297283962,30.9228198602796,569.343683309853,1511.58019434661,5.45696821063757,-5.45696821063757,-9.09494701772928,9.09494701772928,1098.6695997417,-83.6735125631094,13584.2128656805,41.8367562815547,247.382558882236,1300.57742353529,3.63797880709171,-7.27595761418343,14.5519152283669,-16.3709046319127,1415.17375595868,-136.424205265939,12259.9885798991,30.9228198602796,411.091605201364,1549.77897182107,-10.9139364212751,-1.81898940354586,-1.81898940354586,-1.81898940354586,12.732925824821,5.45696821063757,5.45696821063757,0,7.27595761418343,3.63797880709171,10.9139364212751,-69.1215973347425,-38.198777474463,-27.2848410531878,-23.6468622460961,-25.465851649642,-16.3709046319127,-69.1215973347425,9.09494701772928,7.27595761418343,1.81898940354586,5.45696821063757,5.45696821063757,0,9.09494701772928
"asc_4",-5.45696821063757,9.09494701772928,-20.0088834390044,-49.1127138957381,-27.2848410531878,-16.3709046319127,-14402.7580972761,72.7595761418343,-503.860064782202,1695.29812410474,-3.63797880709171,9.09494701772928,-12.732925824821,-36.3797880709171,-569.343683309853,-47.2937244921923,-1542.50301420689,65.4836185276508,-185.536919161677,1353.32811623812,-12.732925824821,14.5519152283669,-40.0177668780088,43.6557456851006,-4387.40244135261,283.762346953154,-21660.5258174241,61.8456397205591,-591.171556152403,-3077.73007079959,-14.5519152283669,21.8278728425503,-58.2076609134674,-70.9405867382884,-4838.51181343198,289.219315163791,-25258.4868576378,174.622982740402,-1058.65183286369,563.886715099216,-29.1038304567337,0,-1.81898940354586,5.45696821063757,-18.1898940354586,-7.27595761418343,-9.09494701772928,-3.63797880709171,-9.09494701772928,0,-5.45696821063757,63.664629124105,43.6557456851006,20.0088834390044,34.5607986673713,27.2848410531878,0,9.09494701772928,-194.631866179407,-89.130480773747,-69.1215973347425,-132.786226458848,-50.931703299284,0,-56.3886715099216
"x_female_4",1.81898940354586,0,0,-47.2937244921923,1169.61018647999,-16.3709046319127,1664.37530424446,98.2254277914762,12.732925824821,2151.86446439475,-1.81898940354586,3.63797880709171,-7.27595761418343,-10.9139364212751,56.3886715099216,5.45696821063757,-1336.9572116062,5.45696821063757,-132.786226458848,882.20986071974,-9.09494701772928,9.09494701772928,-29.1038304567337,69.1215973347425,-3197.78337143362,256.477505899966,-15541.4454638958,-7.27595761418343,-454.747350886464,-3092.28198602796,-9.09494701772928,12.732925824821,-36.3797880709171,12.732925824821,-2732.12208412588,256.477505899966,-17660.5681190267,20.0088834390044,-700.310920365155,-1680.74620887637,-12.732925824821,0,-1.81898940354586,3.63797880709171,-7.27595761418343,-7.27595761418343,-5.45696821063757,-1.81898940354586,-5.45696821063757,0,-1.81898940354586,43.6557456851006,43.6557456851006,14.5519152283669,25.465851649642,16.3709046319127,0,7.27595761418343,-89.130480773747,-90.9494701772928,-32.7418092638254,-65.4836185276508,-21.8278728425503,0,-27.2848410531878
"x_mayor45_4",-1.81898940354586,3.63797880709171,0,-12.732925824821,341.970007866621,-1.81898940354586,-4180.03764934838,-25.465851649642,-78.2165443524718,-791.260390542448,-3.63797880709171,3.63797880709171,-9.09494701772928,-16.3709046319127,-381.98777474463,-18.1898940354586,-90.9494701772928,47.2937244921923,-138.243194669485,1151.42029244453,-5.45696821063757,3.63797880709171,-14.5519152283669,18.1898940354586,-1105.94555735588,98.2254277914762,-7878.0431067571,3.63797880709171,-225.554686039686,-965.88337328285,-3.63797880709171,5.45696821063757,-16.3709046319127,-23.6468622460961,-825.821189209819,9.09494701772928,-3312.379703857,23.6468622460961,-256.477505899966,498.403096571565,-10.9139364212751,-1.81898940354586,-1.81898940354586,1.81898940354586,-9.09494701772928,-5.45696821063757,-9.09494701772928,3.63797880709171,-5.45696821063757,0,-3.63797880709171,18.1898940354586,12.732925824821,18.1898940354586,3.63797880709171,7.27595761418343,-1.81898940354586,1.81898940354586,-69.1215973347425,-32.7418092638254,-70.9405867382884,-40.0177668780088,-18.1898940354586,0,-20.0088834390044
"x_underage_in_household_4",-5.45696821063757,5.45696821063757,-20.0088834390044,-60.0266503170133,0,-9.09494701772928,-11732.4816528708,85.4925019666553,-451.109372079372,2282.83170145005,-3.63797880709171,3.63797880709171,-9.09494701772928,-14.5519152283669,-234.649633057415,-45.4747350886464,-969.521352089942,10.9139364212751,-132.786226458848,551.153789274395,-7.27595761418343,5.45696821063757,-23.6468622460961,47.2937244921923,-2726.66511591524,152.795109897852,-12194.5049613714,5.45696821063757,-325.599103234708,-2559.31809078902,-9.09494701772928,10.9139364212751,-43.6557456851006,-40.0177668780088,-2633.8966563344,165.528035722673,-13100.3616843373,145.519152283669,-603.904481977224,762.156560085714,-21.8278728425503,0,0,5.45696821063757,-1.81898940354586,-1.81898940354586,3.63797880709171,-3.63797880709171,-3.63797880709171,0,-1.81898940354586,30.9228198602796,23.6468622460961,5.45696821063757,32.7418092638254,14.5519152283669,0,5.45696821063757,-132.786226458848,-65.4836185276508,-40.0177668780088,-134.605215862393,-34.5607986673713,0,-40.0177668780088
"x_only_worker_4",-1.81898940354586,1.81898940354586,-9.09494701772928,-20.0088834390044,36.3797880709171,3.63797880709171,-4465.61898570508,40.0177668780088,-165.528035722673,763.97554948926,-1.81898940354586,5.45696821063757,-9.09494701772928,-20.0088834390044,-502.041075378656,-14.5519152283669,-1353.32811623812,49.1127138957381,-74.5785655453801,634.827301837504,-3.63797880709171,5.45696821063757,-10.9139364212751,14.5519152283669,-976.797309704125,61.8456397205591,-8947.60887604207,1.81898940354586,-205.545802600682,-922.227627597749,-7.27595761418343,9.09494701772928,-14.5519152283669,9.09494701772928,-2519.30032391101,98.2254277914762,-3932.65509046614,-1.81898940354586,-152.795109897852,-1376.97497848421,-7.27595761418343,0,-1.81898940354586,1.81898940354586,-9.09494701772928,-5.45696821063757,-5.45696821063757,-3.63797880709171,-9.09494701772928,0,-1.81898940354586,27.2848410531878,16.3709046319127,9.09494701772928,16.3709046319127,29.1038304567337,0,5.45696821063757,-50.931703299284,-21.8278728425503,-18.1898940354586,-34.5607986673713,-50.931703299284,0,-10.9139364212751
"x_university_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"x_metropolitana_4",0,-3.63797880709171,-9.09494701772928,21.8278728425503,180.07995095104,-130.967237055302,-2171.87334783375,21.8278728425503,-154.614099301398,189.174897968769,-1.81898940354586,1.81898940354586,-3.63797880709171,-3.63797880709171,-40.0177668780088,-16.3709046319127,221.916707232594,-1.81898940354586,-63.664629124105,107.320374809206,-3.63797880709171,1.81898940354586,-5.45696821063757,3.63797880709171,-685.759005136788,58.2076609134674,-2692.10431724787,30.9228198602796,-92.7684595808387,-56.3886715099216,-1.81898940354586,1.81898940354586,-12.732925824821,-23.6468622460961,-660.293153487146,-12.732925824821,-5733.45459997654,36.3797880709171,-249.201548285782,314.685166813433,-14.5519152283669,0,-1.81898940354586,1.81898940354586,-5.45696821063757,-1.81898940354586,-3.63797880709171,-1.81898940354586,-1.81898940354586,0,-5.45696821063757,7.27595761418343,7.27595761418343,1.81898940354586,5.45696821063757,3.63797880709171,0,9.09494701772928,-56.3886715099216,-27.2848410531878,-20.0088834390044,-40.0177668780088,-10.9139364212751,0,-56.3886715099216
