id_household,id_person,is_worker,is_family,weekday,weekend_day,relationship_to_head,n_children_0_5,n_children_6_11,n_children_0_14,n_youth_12_17,n_underage,n_adults,n_time_reporters,n_workers,n_professionals,n_elderly,has_elderly,household_size,mean_age,has_children,in_couple,lives_with_partner,domestic_service,help_from_relatives,external_support,female,age,age_bracket,education_level,in_education,employed,contracted_hours,usual_hours,work_days_per_week,quintile,macrozone,region,income_share,employment_status,cise,occupation_group,t11_1_1,t11_1_2,t11_1_3,t11_1_4,t11_1_5,t11_1_6,t11_1_7,t11_1_8,t12_1_1,t12_1_2,t12_1_3,t12_1_4,t12_1_5,t13_1_1,t13_1_2,t14_1_1,t15_1_1,inc_main_job,inc_labor,inc_pension,inc_group,ing_mon,ing_mon_pc,inc_group_personal,inc_personal,household_income,inc_person_week,t_paid_work,t_job_search,t_domestic_work,t_care_work,t_unpaid_voluntary,t_education,t_leisure,t_personal_care,t_meals,t_sleep,t_commute1,Tw,Tf_social,Tf_hobbies,Tf_read,Tf_listen,Tf_watch,Tf_computer,Tc_meals,Tc_sleep,Tc_other,t_total,wage,Ef_food,Ef_recreation,Ef_restaurants,Ef_communications,Ef_clothing,Ec
9392,30392,0,0,1,6,2,1,0,1,0,1,2,2,1,0,0,0,3,14.666666666666666,1,1,1,0,0,0,1,22,12-24,secundaria,0,0,0,0,0,2,centro,8,0,Inactiva(o),0,7,2,3,5,1,85,2,3,4,4,85,2,2,85,3,4,2,2,0,0,0,0,0,0,0,0,82.25,21.666666666666668,0,0,29.27,26.2,0,0,43.61,5.86,11.75,51.31,0,0,15.7,0,0,1.49,22.93,3.48,11.75,51.31,61.32,168,NA,0,0,0,0,0,0
9395,30398,0,0,3,6,1,1,0,2,2,3,2,4,0,1,1,0,5,24.6,1,1,1,0,1,1,0,62,45-65,técnica,0,0,0,0,0,1,centro,8,0,Inactiva(o),0,7,2,4,4,85,85,3,2,4,4,85,4,4,85,4,4,1,9,0,0,0,56.25,56.25,11.25,0,0,56.25,0,0,0,22.57,14.82,0.23,0,62.57,6.39,15.97,45.45,0,0,47.81,0.29,5.11,1.2,7.94,0.22,15.97,45.45,44.02,168,NA,0,0,0,0,0,0
9395,30399,0,0,3,6,2,1,0,2,2,3,2,4,0,1,1,0,5,24.6,1,1,1,0,1,1,1,32,25-44,primaria,0,0,0,0,0,1,centro,8,0,Inactiva(o),0,7,2,2,4,4,85,2,2,4,4,85,2,2,85,2,4,1,3,0,0,0,0,0,0,0,0,56.25,0,0,0,19.9,46.16,0.04,0,27.29,7.97,7.64,59.00000000000001,0,0,18.22,0.12,0.08,2.22,4.03,2.62,7.64,59.00000000000001,74.06,168,NA,0,0,0,0,0,0
9395,30400,0,0,3,6,4,1,0,2,2,3,2,4,0,1,1,0,5,24.6,0,0,0,0,1,1,0,15,12-24,primaria,1,0,0,0,0,1,centro,8,0,Inactiva(o),0,7,2,85,85,4,85,4,1,1,4,85,1,2,85,85,85,1,6,0,0,0,0,0,0,0,0,56.25,0,0,0,10.46,7.01,0,32.47,53.26,2.54,3.09,58.21000000000001,0.96,0,33.38,10.49,0.16,1.9,2.56,4.77,3.09,58.21000000000001,53.44,168,NA,0,0,0,0,0,0
9395,30401,0,0,3,6,4,1,0,2,2,3,2,4,0,1,1,0,5,24.6,0,0,0,0,1,1,0,12,12-24,ninguna,1,0,0,0,0,1,centro,8,0,Menor de 15 años,0,7,4,85,85,2,85,4,2,4,4,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,56.25,0,0,0,3.51,0.86,0.09,45.86,35.38,2.02,5.77,71.88,2.63,0,5.91,11.01,0,2.25,14.01,2.2,5.77,71.88,54.98,168.00000000000003,NA,0,0,0,0,0,0
9396,30405,1,0,4,7,12,0,0,0,0,0,4,4,4,1,1,0,4,47.75,1,0,0,0,0,0,0,54,45-65,ninguna,0,1,45,9,5,4,metropolitana,13,0.24786324786324787,Ocupada(o),2,5,4,4,3,85,3,5,4,4,4,4,3,4,4,85,85,2,7,72.5,72.5,0,0,0,0,0,72.5,292.5,73.125,45,0,20.69,0.38,0,0,42.22,1.33,6.78,42.54,9.06,45,26.32,0,0,8.46,7.44,0,6.78,42.54,31.46,168,1.6111111111111112,20.19,3.34,4.75,5.59,2.22,36.40864032060175
9396,30406,1,0,4,7,3,0,0,0,0,0,4,4,4,1,1,0,4,47.75,0,0,0,0,0,0,1,21,12-24,técnica,0,1,50,10,5,4,metropolitana,13,0.2564102564102564,Ocupada(o),2,2,3,85,85,3,4,4,4,3,3,3,2,3,4,85,85,2,7,75,75,0,0,0,0,0,75,292.5,73.125,50,0,10.63,1.31,0,0,58.78,2.83,6.67,35.20000000000001,2.58,50,21.07,7.86,0,1.76,10.22,17.86,6.67,35.20000000000001,17.35,168,1.5,20.89,3.45,4.92,5.78,2.3,37.674110676484574
9398,30408,1,0,3,6,1,0,0,0,0,0,2,2,2,0,0,0,2,29.5,0,1,1,0,0,0,0,33,25-44,secundaria,0,1,48,8,6,4,sur,10,0.5333333333333333,Ocupada(o),2,6,5,5,85,85,3,4,4,5,3,2,3,3,2,4,85,2,1,70,70,0,0,131.25,65.625,0,70,131.25,65.625,48,0,5.46,0.96,0,0,28.69,4.56,10.32,63.73000000000001,6.28,48,18.9,1.74,0.47,2.64,3.34,1.6,10.32,63.73000000000001,17.25,167.99999999999997,1.4583333333333333,16.06,5.59,8.02,8.57,5.69,26.058090500562507
9401,30414,0,0,2,6,5,0,0,0,0,0,3,2,1,2,1,0,3,57.333333333333336,1,0,0,0,0,0,1,80,66+,técnica,0,0,0,0,0,2,metropolitana,13,0.45454545454545453,Inactiva(o),0,7,4,85,4,85,85,4,4,4,2,85,4,4,85,85,85,1,5,0,0,37.5,0,0,0,0,37.5,82.5,27.5,0,0,44.73,12.04,0,0,43.61,3.52,9.08,55.02,0,0,0.75,0,5.82,7.83,29.21,0,9.08,55.02,60.29,168,NA,31.32,5.99,5.63,7.87,2.94,-16.24942759805075
9402,30418,0,0,5,7,3,0,0,0,0,0,3,3,2,1,0,0,3,41,0,0,0,0,0,0,0,21,12-24,secundaria,1,0,0,0,0,3,norte,5,0,Inactiva(o),0,7,4,85,85,4,85,2,4,3,3,85,3,4,85,85,85,2,6,0,0,0,0,0,0,0,0,138,46,0,0,10.69,4.8,15.4,44.48,40.89,4.06,2.6,38.52,6.56,0,5.08,8.67,4.97,14.82,2.7,4.64,2.6,38.52,85.99,168,NA,0,0,0,0,0,0
9404,30423,1,1,4,7,1,0,1,1,0,1,5,5,2,1,2,0,6,44.166666666666664,1,1,1,0,0,0,0,80,66+,primaria,0,1,45,9,5,2,metropolitana,13,0.3854166666666667,Ocupada(o),1,6,4,4,3,85,4,4,2,4,3,3,3,3,4,4,3,2,1,70,70,22.5,0,240,40,0,92.5,240,40,45,0,7.1,19.51,0.44,0,28.07,2.44,13.83,49.39,2.22,45,10.74,0.16,0.78,2.37,14.02,0,13.83,49.39,31.71,167.99999999999997,1.5555555555555556,41.72,3.54,3.34,6.01,2.77,35.10318977445658
9404,30425,1,1,4,7,3,0,1,1,0,1,5,5,2,1,2,1,6,44.166666666666664,1,1,1,0,0,0,0,41,25-44,técnica,0,1,45,8,6,2,metropolitana,13,0.4166666666666667,Ocupada(o),2,2,3,2,2,2,2,1,2,3,3,3,2,2,1,2,3,2,1,100,100,0,0,0,0,0,100,240,40,45,0,5.9,30.43,0,0,26.87,2.28,9.85,42.36999999999999,5.3,45,4.09,0,0.2,3.52,9.99,9.06,9.85,42.36999999999999,43.92,168.00000000000003,2.2222222222222223,45.1,3.82,3.61,6.5,3,37.95912408049359
9404,30427,0,0,4,7,8,0,1,1,0,1,5,5,2,1,2,1,6,44.166666666666664,0,0,0,0,0,0,0,18,12-24,secundaria,0,0,24,5,5,2,metropolitana,13,0.10416666666666667,Ocupada(o),1,3,5,85,85,3,85,5,4,2,4,85,3,3,85,85,85,2,6,25,25,0,0,0,0,0,25,240,40,24,0,9.63,6.54,0,0.23,73.69,2.38,4.13,38.30000000000001,9.1,24,35.41,15.95,1.52,4.19,8.64,7.98,4.13,38.30000000000001,27.87,167.99999999999997,1.0416666666666667,11.28,0.96,0.9,1.63,0.75,9.489781020123397
9407,30435,1,1,4,7,1,1,0,1,1,2,2,3,2,0,0,0,4,22.25,1,1,1,0,0,0,0,35,25-44,secundaria,0,1,63,9,7,1,norte,5,0.7246376811594203,Ocupada(o),2,5,5,5,5,4,5,5,5,5,4,5,5,5,4,5,5,3,0,62.5,62.5,0,0,86.25,21.5625,0,62.5,86.25,21.5625,63,0,3.21,26.85,0,0,21.15,2.64,10.93,37.37,2.85,63,1.41,0,0,5.31,14.43,0,10.93,37.37,35.55,168,0.9920634920634921,23.57,2.76,3.03,5.05,4.15,23.94530453472536
9407,30436,1,1,4,7,2,1,0,1,1,2,2,3,2,0,0,0,4,22.25,1,1,1,0,0,0,1,33,25-44,secundaria,0,1,4,2,2,1,norte,5,0.2753623188405797,Ocupada(o),2,2,2,4,4,4,4,4,2,2,4,4,2,4,4,4,4,2,5,23.75,23.75,0,0,0,0,0,23.75,86.25,21.5625,4,0,34.87,29.35,1.9,0,19.06,13.85,9.91,44.68999999999999,10.37,4,3.85,1.1,0.03,3.75,8.89,1.44,9.91,44.68999999999999,90.35,168,5.9375,8.96,1.05,1.15,1.92,1.58,9.090015723195634
9408,30439,1,1,3,6,1,0,0,0,0,0,2,2,2,1,2,0,2,65,1,1,1,0,0,0,0,70,66+,secundaria,0,1,45,9,5,5,sur,9,0.5594713656387665,Ocupada(o),2,2,4,4,2,4,4,4,4,2,2,4,4,2,4,4,85,3,0,118.75,118.75,40,0,283.75,141.875,0,158.75,283.75,141.875,45,0,12.69,0.27,0,0,46.53,1.86,11.08,47.55,3.02,45,5.75,5.54,2.46,24.4,7.99,0.4,11.08,47.55,17.84,168,2.638888888888889,33.1,11.93,12.37,14.31,6.12,80.91295481136291
9409,30441,1,0,1,6,1,0,0,0,0,0,1,1,1,1,0,0,1,41,0,0,0,0,0,0,1,41,25-44,universitaria,0,1,45,9,5,5,centro,6,1,Ocupada(o),3,1,2,2,85,1,2,2,2,4,5,2,1,2,2,85,85,2,9,600,600,0,0,600,600,0,600,600,600,45,0,13.23,0.07,0,0,59,4.11,7.29,34.87,4.43,45,8.9,0,2.52,34.17,10.65,2.76,7.29,34.87,21.83,168,13.333333333333334,49.27,32.95,39.5,33.01,21.78,423.49228013243265
9410,30442,0,0,4,7,1,0,0,0,0,0,3,2,1,1,2,0,3,54.333333333333336,1,1,1,0,0,0,0,70,66+,ninguna,0,0,0,0,0,4,centro,6,0.8,Inactiva(o),0,7,5,5,4,85,85,5,5,5,4,85,4,4,85,4,4,2,5,0,0,200,0,250,83.33333333333333,0,200,250,83.33333333333333,0,0,29.69,0.71,0,0,80.92,2.89,11.07,42.720000000000006,0,0,41.76,2.91,6.36,7.33,12.48,10.07,11.07,42.720000000000006,33.28,168,NA,48.17,11.88,12.24,17.98,7.54,102.20264953159246
9411,30445,1,1,3,6,1,1,0,2,1,2,2,1,1,1,0,0,4,23,1,1,1,0,0,0,0,43,25-44,secundaria,0,1,45,9,5,4,sur,11,0.6923076923076923,Ocupada(o),2,2,4,5,5,3,4,3,4,4,4,4,4,4,5,4,4,2,4,112.5,157.5,0,45,272.5,68.125,31.153846153846153,188.65,272.5,64.66346153846153,45,0,9.9,14.38,0,0,36.37,1.5,8.3,50.82,1.73,45,10.72,0.19,4.91,7.44,12.4,0.7,8.3,50.82,27.51,168,3.5,38.42,11.76,13.71,16.01,11.4,97.34323766047017
9414,30453,0,0,1,6,1,0,0,0,1,1,5,5,2,1,1,0,6,41.333333333333336,1,0,0,0,0,0,1,76,66+,primaria,0,0,3,3,1,4,metropolitana,13,0.12740899357601712,Ocupada(o),1,5,2,85,4,85,85,1,4,3,4,85,4,4,3,85,85,1,5,15,15,44.5,0,467,77.83333333333333,0,59.5,467,77.83333333333333,3,0,50.3,5.2,0,0,46.53,2.03,15.45,45.49000000000001,0,3,6.84,0,6.17,19.35,14.17,0,15.45,45.49000000000001,57.53,168,5,16.77,2.1,2.77,3.64,1.44,32.7909797807619
9414,30456,1,0,1,6,3,0,0,0,1,1,5,5,2,1,1,0,6,41.333333333333336,1,0,0,0,0,0,1,46,45-65,universitaria,0,1,45,9,5,4,metropolitana,13,0.2569593147751606,Ocupada(o),3,1,2,3,2,3,2,2,2,2,1,2,3,3,2,85,85,1,7,120,120,0,0,0,0,0,120,467,77.83333333333333,45,0,14.83,13.12,0,0,23.59,1.92,10.79,52.03,6.72,45,6.79,1.73,3.2,4.56,6.73,0.59,10.79,52.03,36.59,168,2.6666666666666665,33.82,4.24,5.58,7.34,2.89,66.12416090237694
9414,30458,0,0,1,6,8,0,0,0,1,1,5,5,2,1,1,0,6,41.333333333333336,0,0,0,0,0,0,1,17,12-24,primaria,1,0,0,0,0,4,metropolitana,13,0,Inactiva(o),0,7,4,4,85,3,85,2,3,4,3,85,4,4,4,85,85,1,5,0,0,0,0,0,0,0,0,467,77.83333333333333,0,0,28.33,9.85,0,31.51,39.41,3.94,8.68,42.84,3.44,0,18.41,8.47,0.86,1.98,4.58,5.12,8.68,42.84,77.07,168,NA,0,0,0,0,0,0
9416,30464,1,1,5,7,2,0,0,0,0,0,4,4,4,0,0,0,4,40.25,1,1,1,0,0,0,1,55,45-65,secundaria,0,1,45,8,5,5,norte,1,0.2,Ocupada(o),2,2,4,4,4,85,5,4,4,3,4,5,2,4,4,4,85,2,2,87.5,87.5,0,0,0,0,0,87.5,437.5,109.375,45,0,38.05,0.3,1.77,0,24.35,3.17,8.45,45.48,1.43,45,10.56,0.15,0.44,3.91,8.63,0.66,8.45,45.48,44.71,168.00000000000003,1.9444444444444444,15.77,4.3,5.71,6.04,3.5,52.166186121353775
9416,30466,1,1,5,7,7,0,0,0,0,0,4,4,4,0,0,0,4,40.25,1,1,1,0,0,0,0,27,25-44,secundaria,0,1,30,6,5,5,norte,1,0.2,Ocupada(o),2,2,4,5,3,4,4,3,4,4,2,3,4,4,4,5,85,3,0,0,87.5,0,0,0,0,0,87.5,437.5,109.375,30,0,7.02,5.02,0,0,61.4,5.55,9.74,42.66000000000001,6.61,30,9.93,20.05,0,13.19,7.38,10.86,9.74,42.66000000000001,24.19,168.00000000000003,2.9166666666666665,15.77,4.3,5.71,6.04,3.5,52.166186121353775
9417,30468,0,0,5,7,2,0,0,0,0,0,2,1,0,0,1,0,2,58,1,1,1,0,0,0,1,55,45-65,ninguna,0,0,0,0,0,3,norte,5,0,Inactiva(o),0,7,4,4,4,85,85,4,4,4,2,85,4,4,85,4,4,3,0,0,0,0,0,0,0,0,0,114.95,56.25,0,0,26.54,0.04,0,0,63.36,6.54,12.78,58.74000000000001,0,0,8.67,0,1.25,39.31,13.73,0.39,12.78,58.74000000000001,33.11,168,NA,0,0,0,0,0,0
9418,30469,0,0,4,6,1,1,1,2,0,2,1,1,0,0,0,0,3,15,1,1,0,0,0,0,1,33,25-44,secundaria,0,0,0,0,0,2,sur,10,0,Inactiva(o),0,7,4,4,4,4,85,4,2,2,4,85,4,4,85,85,85,3,0,0,0,0,100,100,33.333333333333336,0,0,100,0,0,0,29.24,14.94,0.13,0,54.14,5.38,7.13,57.04,0,0,17.48,5.03,0.31,15.81,10.48,5.04,7.13,57.04,49.69,167.99999999999997,NA,0,0,0,0,0,0
9419,30473,1,1,3,6,2,0,0,0,0,0,2,2,2,0,0,0,2,51,1,1,1,0,0,0,1,49,45-65,secundaria,0,1,45,9,5,4,sur,11,0.3803253292021689,Ocupada(o),4,3,3,4,5,4,5,3,3,4,5,4,3,3,3,5,5,2,5,61.375,61.375,0,0,0,0,0.28524399690162666,61.66,162.125,80.8301219984508,45,0,6.32,0.19,0,0,35.36,0.81,6.64,70.85,2.83,45,10.2,4.75,0.38,13.92,3.81,2.3,6.64,70.85,10.15,168,1.363888888888889,14.08,3.51,4.24,5.86,2.73,31.246415463421233
9421,30476,0,0,2,7,1,1,0,1,0,1,2,1,1,0,0,0,3,19.666666666666668,1,1,1,0,0,0,1,23,12-24,secundaria,0,0,0,0,0,4,sur,10,0,Inactiva(o),0,7,3,4,5,1,85,1,4,3,3,85,1,4,85,4,4,2,4,0,0,0,2.25,202.25,67.41666666666667,0,0,202.25,66.66666666666667,0,0,35.6,25.87,0,0,25.73,3.95,22.05,54.8,0,0,19.77,0,0.49,2.81,1.46,1.21,22.05,54.8,65.42,168,NA,0,0,0,0,0,0
9422,30479,0,0,5,7,1,0,0,0,0,0,3,3,0,1,0,0,3,31,1,0,0,0,0,0,1,48,45-65,secundaria,0,0,0,0,0,3,centro,6,0,Inactiva(o),0,7,3,85,3,3,85,2,3,2,2,85,2,4,85,85,85,2,5,0,0,0,142.5,142.5,47.5,0,0,142.5,0,0,0,70.31,8.65,0,0,35.55,6.25,7.56,39.67999999999999,0,0,17.43,0,2.16,13.55,2.42,0,7.56,39.67999999999999,85.21,168,NA,0,0,0,0,0,0
9422,30481,0,0,5,7,3,0,0,0,0,0,3,3,0,1,0,0,3,31,0,0,0,0,0,0,0,20,12-24,secundaria,0,0,0,0,0,3,centro,6,0,Inactiva(o),0,7,3,2,85,3,85,2,2,2,3,85,1,5,85,85,85,2,6,0,0,0,0,0,0,0,0,142.5,0,0,0,12.71,2.21,12.42,27.55,59.62,3.55,4.11,45.83,0,0,22.45,0.54,0.7,4.59,12.28,19.06,4.11,45.83,58.44,168,NA,0,0,0,0,0,0
9424,30484,1,0,1,7,1,0,0,0,0,0,2,2,2,2,0,0,2,33,0,1,1,0,0,0,0,33,25-44,universitaria,0,1,45,9,5,5,metropolitana,13,0.6666666666666666,Ocupada(o),2,1,4,4,85,85,4,4,4,4,4,4,4,4,4,4,85,3,0,250,250,0,0,375,187.5,0,250,375,187.5,45,0,11.57,6.42,0,0,37.69,3.14,10.17,46.76000000000001,7.25,45,7.06,2.65,0.15,0.88,11.66,15.29,10.17,46.76000000000001,28.38,168,5.555555555555555,35.62,25.81,37.77,21.53,13.96,115.31144752851523
9424,30485,1,0,1,7,2,0,0,0,0,0,2,2,2,2,0,0,2,33,0,1,1,0,0,0,1,33,25-44,universitaria,0,1,54,9,6,5,metropolitana,13,0.3333333333333333,Ocupada(o),2,3,4,4,85,85,4,4,4,2,4,4,3,4,4,4,85,3,0,125,125,0,0,0,0,0,125,375,187.5,54,0,13.5,0.49,0,0,24.06,3.72,10.5,57.94999999999999,3.78,54,2.98,1.55,0.33,16.08,1.66,1.46,10.5,57.94999999999999,21.49,168.00000000000003,2.314814814814815,17.81,12.9,18.89,10.76,6.98,57.65072376425762
9426,30492,0,0,5,6,3,0,1,1,1,2,3,4,3,0,1,0,5,31.8,0,0,0,0,0,0,1,15,12-24,primaria,1,0,0,0,0,2,metropolitana,13,0,Inactiva(o),0,7,5,85,85,5,85,3,4,5,4,85,5,5,85,85,85,3,0,0,0,0,0,0,0,0,0,205,39.95,0,0,6.72,0,0,26.67,70.44,5.18,3.79,51.59000000000001,3.61,0,51.75,5.52,0,7.99,5.18,0,3.79,51.59000000000001,42.18,168,NA,0,0,0,0,0,0
9430,30504,0,0,2,7,2,0,2,2,0,2,2,2,1,0,0,0,4,29.75,1,1,1,0,0,0,1,47,45-65,ninguna,0,0,0,0,0,2,centro,8,0,Inactiva(o),0,7,2,4,4,2,85,3,3,2,2,85,2,3,85,2,4,2,4,0,0,0,0,0,0,0,0,104.86525,24.36025,0,0,47.84,8.66,0,0,39.19,3.89,10.75,57.67,0,0,0.96,1.05,0,21.28,15.79,0.12,10.75,57.67,60.39,168,NA,0,0,0,0,0,0
9433,30510,1,0,4,6,1,0,0,0,0,0,1,1,1,0,0,0,1,55,0,0,0,0,0,0,1,55,45-65,secundaria,0,1,45,9,5,4,metropolitana,13,1,Ocupada(o),2,3,4,85,85,85,3,4,4,2,4,4,2,3,85,85,85,2,7,87.5,87.5,0,0,87.5,87.5,0,87.5,87.5,87.5,45,0,21.43,0,0,0,10.78,8.92,19.83,50.25000000000001,11.79,45,1,1.99,0,2.7,5.09,0,19.83,50.25000000000001,42.13,168,1.9444444444444444,32.11,7.73,10.05,12.05,4.79,20.763369326854715
9437,30516,0,0,5,7,1,1,0,1,0,1,1,1,0,0,0,0,2,13,1,0,0,0,0,0,1,22,12-24,secundaria,0,0,0,0,0,1,metropolitana,13,0,Inactiva(o),0,7,3,85,5,3,85,1,2,3,2,85,3,3,85,85,85,1,3,0,0,0,12.5,12.5,6.25,0,0,12.5,0,0,0,17.51,23.2,0.47,0.63,59.82,2.69,7.37,56.30999999999999,0,0,15.33,0.71,0,15.46,24.94,3.39,7.37,56.30999999999999,44.5,168,NA,0,0,0,0,0,0
9439,30521,0,0,1,7,3,1,1,3,1,3,1,2,0,0,0,0,4,16.75,0,0,0,0,0,0,1,12,12-24,ninguna,1,0,0,0,0,1,metropolitana,13,0,Menor de 15 años,0,7,4,85,85,4,85,4,4,4,3,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,25,0,0,0,11.24,25.69,5.89,8.83,48.91,4.28,16.67,46.48999999999999,0,0,21.29,0,1.92,13.28,8.87,3.56,16.67,46.48999999999999,55.93,168,NA,0,0,0,0,0,0
9440,30524,1,0,2,6,1,1,1,3,1,3,3,4,2,0,0,0,6,20.833333333333332,1,0,0,0,0,0,1,49,45-65,primaria,0,1,66,9,7,2,norte,2,0.4117647058823529,Ocupada(o),2,3,4,85,2,85,4,3,3,2,2,4,2,4,2,85,85,2,4,87.5,87.5,0,0,212.5,35.416666666666664,0,87.5,212.5,35.416666666666664,66,0,2.24,3.84,4.05,0,8.8,9.18,9.73,63.03000000000001,1.13,66,0.92,0.02,0.07,5.81,0.05,1.93,9.73,63.03000000000001,20.43,168,1.3257575757575757,28.27,3.26,2.98,5.52,4.5,42.98104563761181
9440,30526,0,0,2,6,7,1,1,3,1,3,3,4,2,0,0,0,6,20.833333333333332,1,1,1,0,0,0,1,25,25-44,secundaria,0,0,0,0,0,2,norte,2,0,Inactiva(o),0,7,4,4,4,2,85,4,4,4,4,85,3,4,85,3,4,2,4,0,0,0,0,0,0,0,0,212.5,35.416666666666664,0,0,27.03,49.84,0,0.16,26.28,5.23,13.83,45.62999999999999,0,0,5.79,0.23,0.72,2.42,12.64,4.46,13.83,45.62999999999999,82.27,168.00000000000003,NA,0,0,0,0,0,0
9441,30530,1,1,2,6,1,1,1,2,0,2,2,2,2,1,0,0,4,14.5,1,1,1,0,1,1,0,25,25-44,secundaria,0,1,48,12,4,2,norte,1,0.6774193548387096,Ocupada(o),2,3,2,2,3,2,2,2,3,2,3,2,2,2,3,4,3,1,1,105,105,0,1.5,156.5,39.125,1.0161290322580645,106.02,156.5,39.00403225806451,48,0,2.68,11.49,0,0,45.73,4.33,5.9,46.82,3.05,48,15.53,1.54,2.36,9.35,9.87,7.08,5.9,46.82,21.55,168,2.1875,29.86,7.1,7,9.43,9.56,43.071451345025025
9441,30531,1,1,2,6,2,1,1,2,0,2,2,2,2,1,0,0,4,14.5,1,1,1,0,1,1,1,26,25-44,técnica,0,1,20,4,5,2,norte,1,0.3225806451612903,Ocupada(o),4,3,5,5,5,5,4,2,3,4,4,4,2,4,4,4,4,2,8,50,50,0,0,0,0,0.4838709677419355,50.48,156.5,38.87096774193549,20,0,19.87,41.89,1.16,0,27.66,2.38,7.52,45.82999999999999,1.69,20,15.53,0.06,0.05,3.87,6.37,1.79,7.52,45.82999999999999,66.99,168,2.5,14.22,3.38,3.33,4.49,4.55,20.51688159286905
9442,30536,0,0,1,6,3,1,1,2,0,2,3,3,2,0,0,0,5,22.2,0,0,0,0,0,0,1,20,12-24,secundaria,1,0,0,0,0,3,centro,6,0,Inactiva(o),0,7,4,85,85,4,85,5,2,4,4,85,4,2,85,85,85,3,0,0,0,0,0,0,0,0,0,237.5,47.5,0,0,10.17,37.27,0,0.79,52.18,3.28,5.57,58.74,0,0,20.02,0.49,5.2,1.95,20.08,4.43,5.57,58.74,51.51,168,NA,0,0,0,0,0,0
9443,30540,1,1,2,6,2,0,1,2,1,2,5,2,1,2,1,0,7,33.714285714285715,1,1,1,0,0,0,1,50,45-65,universitaria,0,1,50,10,5,4,centro,7,0.5905511811023622,Ocupada(o),3,1,2,2,2,2,4,2,2,2,4,4,2,2,2,4,4,2,1,375,375,0,0,0,0,0,375,635,90.71428571428571,50,0,13.17,8.7,0,0.07,28.84,3.16,8.75,46.01999999999999,9.29,50,18.92,0,2.16,1.88,4.74,1.15,8.75,46.01999999999999,34.4,168.00000000000003,7.5,78.85,18.91,16.6,22.46,12.92,225.2814224326446
9443,30542,0,0,2,6,3,0,1,2,1,2,5,2,1,2,1,0,7,33.714285714285715,0,0,0,0,0,0,0,21,12-24,secundaria,1,0,0,0,0,4,centro,7,0,Inactiva(o),0,7,4,85,85,4,85,4,4,4,85,85,4,4,85,85,85,2,6,0,0,0,0,0,0,0,0,635,90.71428571428571,0,0,1.65,0.9,0,25.37,68.01,2.14,6.22,61.16999999999998,2.54,0,43.07,7.77,0.9,12.84,3.43,0,6.22,61.16999999999998,32.59,168.00000000000003,NA,0,0,0,0,0,0
9444,30550,0,0,2,6,3,0,0,2,2,2,5,6,4,0,0,0,7,29.285714285714285,0,0,0,0,0,0,0,20,12-24,secundaria,1,0,0,0,0,3,norte,5,0,Inactiva(o),0,7,4,85,85,3,85,4,4,3,5,85,3,5,85,85,85,3,0,0,0,0,0,0,0,0,0,335.25,47.892857142857146,0,0,1.95,12.93,0,47.73,35.34,2.16,14.38,48.64,4.87,0,14.52,0.04,1.02,10.15,0.65,8.96,14.38,48.64,69.64,168,NA,0,0,0,0,0,0
9444,30552,0,0,2,6,8,0,0,2,2,2,5,6,4,0,0,0,7,29.285714285714285,0,0,0,0,0,0,1,14,12-24,ninguna,1,0,0,0,0,3,norte,5,0,Menor de 15 años,0,7,4,85,85,1,85,4,4,4,85,85,4,3,85,85,85,3,0,0,0,0,0,0,0,0,0,335.25,47.892857142857146,0,0,7.04,5.77,0,45.33,21.11,6.54,16.02,61.14999999999999,5.04,0,11.06,0,0,1,7.04,2.01,16.02,61.14999999999999,69.73,168,NA,0,0,0,0,0,0
9445,30553,1,1,5,7,1,0,1,2,1,2,2,3,2,2,0,0,4,30.25,1,1,1,0,0,0,0,48,45-65,técnica,0,1,24,4,6,4,centro,8,0.17391304347826086,Ocupada(o),1,3,3,4,4,3,3,2,3,2,2,2,3,4,4,4,4,1,4,50,50,0,25,312.5,78.125,4.347826086956522,54.35,312.5,72.96195652173914,24,0,9.11,12.69,0.01,0,62.76,3.56,13.89,40.4,1.58,24,24.91,0,4.01,7.18,12.42,14.24,13.89,40.4,26.95,168,2.0833333333333335,11.16,5.06,5.35,5.33,3.83,23.614513949817756
9446,30557,0,0,3,6,1,0,0,0,0,0,1,1,0,0,1,0,1,63,0,0,0,0,0,0,1,63,45-65,secundaria,0,0,0,0,0,2,sur,9,1,Inactiva(o),0,7,4,85,85,85,85,4,4,4,3,85,4,4,85,85,85,3,0,0,0,30,6.75,36.75,36.75,6.75,36.75,36.75,36.75,0,0,38.59,0,0,0,35.24,4.77,6.93,82.46999999999998,0,0,5.36,0,2.36,2.19,25.2,0.14,6.93,82.46999999999998,43.36,168,NA,18.16,3.32,2.76,5.57,2.29,4.6565942083088885
