id_household,id_person,is_worker,is_family,weekday,weekend_day,relationship_to_head,n_children_0_5,n_children_6_11,n_children_0_14,n_youth_12_17,n_underage,n_adults,n_time_reporters,n_workers,n_professionals,n_elderly,has_elderly,household_size,mean_age,has_children,in_couple,lives_with_partner,domestic_service,help_from_relatives,external_support,female,age,age_bracket,education_level,in_education,employed,contracted_hours,usual_hours,work_days_per_week,quintile,macrozone,region,income_share,employment_status,cise,occupation_group,t11_1_1,t11_1_2,t11_1_3,t11_1_4,t11_1_5,t11_1_6,t11_1_7,t11_1_8,t12_1_1,t12_1_2,t12_1_3,t12_1_4,t12_1_5,t13_1_1,t13_1_2,t14_1_1,t15_1_1,inc_main_job,inc_labor,inc_pension,inc_group,ing_mon,ing_mon_pc,inc_group_personal,inc_personal,household_income,inc_person_week,t_paid_work,t_job_search,t_care_essential,t_care_education_related,t_care_other,t_domestic_meals,t_domestic_cleaning,t_domestic_laundry,t_domestic_maintenance,t_domestic_admin,t_domestic_shopping,t_domestic_pets,t_voluntary_community,t_voluntary_households,t_personal_care,t_meals,t_sleep,t_education,t_leisure_social,t_leisure_hobbies,t_media_reading,t_media_video,t_media_audio,t_media_computer,t_commute1,t_total,wage,savings,food,clothing,utilities,household_goods,health,transportation,communications,recreation,education_exp,restaurants,total_expenses
2682,8719,1,0,1,6,3,0,0,0,0,0,2,2,2,1,0,0,2,38,0,0,0,0,0,0,1,19,12-24,primaria,1,1,6,2,3,4,metropolitana,13,0.09090909090909091,Ocupada(o),1,2,5,3,85,4,2,2,2,1,2,3,4,4,2,85,85,3,0,12.5,12.5,0,0,0,0,3.8636363636363638,16.36,180,70.68181818181817,6,0,0,0,5.56,3.89,5.95,2.13,0,0.94,1.29,0,14.8,4.61,2.59,9.53,49.36999999999998,3.31,16.92,16.17,2.31,6.64,0.06,13.73,2.2,168,2.0833333333333335,-6.149782122608204,4.14,0.9,5.25,1.2,2.03,3.28,1.76,1.25,0.81,1.89,22.509782122608204
2684,8722,0,0,2,6,2,0,0,0,1,1,3,4,2,0,1,0,4,39,1,1,1,0,0,0,1,58,45-65,primaria,0,0,0,0,0,3,metropolitana,13,0,Inactiva(o),0,7,2,4,4,2,85,4,4,2,4,85,4,4,85,2,2,1,5,0,0,0,0,0,0,0,0,187.5,46.875,0,0,0.63,0.51,4.62,41.2,3.13,3.34,0,0,6.42,4.08,0,0,4.44,5.81,55.31999999999999,0,15.28,10.7,0.02,10.74,1.76,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2684,8724,0,0,2,6,3,0,0,0,1,1,3,4,2,0,1,0,4,39,0,0,0,0,0,0,1,17,12-24,primaria,1,0,0,0,0,3,metropolitana,13,0,Inactiva(o),0,7,4,4,85,4,85,2,2,4,2,85,2,2,85,85,85,1,5,0,0,0,0,0,0,0,0,187.5,46.875,0,0,0.16,0,7.48,2.04,0.77,0.06,0,16.26,3.68,0.26,0,0,8.67,4.15,56.24999999999999,40.06,11.76,2.74,1.81,0.39,1.68,6.86,2.92,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2687,8733,0,0,3,7,3,0,1,1,1,2,2,3,1,0,0,0,4,27.75,0,0,0,0,0,0,0,15,12-24,primaria,1,0,0,0,0,2,centro,8,0,Inactiva(o),0,7,4,85,85,4,85,4,4,4,4,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,132.25,31.25,0,0,4.51,4,10.3,0.95,2.41,0,0.25,0,0.51,0.08,0,0,1.49,6.35,50.81999999999999,28.03,15.62,10.04,8.09,15.12,4.95,1.14,3.34,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2689,8738,0,0,1,6,3,0,0,0,1,1,1,2,1,0,0,0,2,31,0,0,0,0,0,0,0,15,12-24,primaria,1,0,0,0,0,2,sur,11,0,Inactiva(o),0,7,4,85,96,4,85,4,4,4,3,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,61.5,30.125,0,0,0,0,0,0.1,0.56,0.37,0,0,0.03,0.1,0,0,2.93,10.13,58.75000000000001,23.9,18.71,17.39,0,0.98,28.73,4.74,0.58,168.00000000000003,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2691,8741,0,0,1,7,1,0,0,0,0,0,5,2,0,0,0,0,5,35.6,1,0,0,0,0,0,1,53,45-65,ninguna,0,0,0,0,0,2,sur,10,0,Inactiva(o),0,7,4,85,4,85,85,3,3,4,3,85,2,4,85,85,85,2,4,0,0,0,0,178.75,35.75,0,0,178.75,35.75,0,0,0.39,1.56,1.48,4.65,3.51,0.94,0,0,1.56,2.75,0,0,14.21,17.06,59.04999999999999,0,16.07,0,0,12.96,21.19,0,10.62,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2691,8742,0,0,1,7,9,0,0,0,0,0,5,2,0,0,0,0,5,35.6,1,0,0,0,0,0,1,48,45-65,primaria,0,0,0,0,0,2,sur,10,0.11888111888111888,Inactiva(o),0,7,4,85,3,85,85,2,2,5,3,85,4,4,85,85,85,2,2,0,0,21.25,0,0,0,0,21.25,178.75,35.75,0,0,0,0,5.23,17.89,6.47,8.02,0.23,0,1,0.06,0,0,8.09,18.94,49.03999999999999,0,24.42,0,0.13,13.61,14.87,0,0,168,NA,-2.0330583868059384,7.68,0.9,3.56,0.74,1.89,2.68,1.71,0.94,2.32,0.87,23.283058386805937
2694,8753,1,1,5,6,2,0,0,0,1,1,2,1,2,0,1,0,3,42.666666666666664,1,1,1,0,0,0,1,60,45-65,primaria,0,1,45,8,6,4,norte,5,0.28994082840236685,Ocupada(o),2,3,5,4,3,85,4,4,5,4,2,3,5,4,4,4,4,2,1,61.25,61.25,0,0,0,0,0,61.25,211.25,70.41666666666667,45,0,0.74,0,1.66,13.77,6.66,7.16,0,1.4,1.45,2.22,0,0.09,1.28,4.57,33.23,0,6.61,0,0.64,20.58,19.03,0,1.91,168,1.3611111111111112,-4.210913253115633,14.1,2.8,13.35,3.36,6.41,10.24,5.51,3.25,2.36,4.08,65.46091325311563
2695,8755,1,1,4,7,1,0,0,1,1,1,3,3,2,0,0,0,4,34.25,1,1,1,0,0,0,0,50,45-65,ninguna,0,1,50,10,5,3,norte,5,0.5932203389830508,Ocupada(o),2,5,1,5,5,85,2,5,1,5,4,4,2,4,5,4,4,2,1,87.5,87.5,0,27.5,175,43.75,16.313559322033896,103.81,175,40.95338983050847,50,0,0,0,0.1,3.06,2.56,0,0,0,0.29,0.53,0,0,2.6,9.28,48.17,0,4.91,0,0,7.5,35.84,0,3.16,168,1.75,-11.977336064941394,30.15,5.27,21.04,4.29,9.35,17.33,9.6,4.96,7.51,6.29,115.7873360649414
2696,8759,1,0,5,7,1,1,0,1,0,1,5,4,5,0,0,0,6,28.5,1,0,0,0,0,0,0,43,25-44,secundaria,0,1,48,8,6,4,centro,6,0.1595744680851064,Ocupada(o),2,3,2,85,1,85,2,3,2,2,2,4,2,4,3,85,85,2,5,75,75,0,0,470,78.33333333333333,0,75,470,78.33333333333333,48,0,3.49,0,0.7,9.42,0,1.56,0,1.69,1.91,7.29,0,0.01,4.45,8.08,39.969999999999985,0,22.03,0,2.12,7.21,0.01,6.15,3.91,168,1.5625,23.108378112939228,15.04,2.32,7.53,2.14,4.71,8.8,3.91,2.1,2.69,2.65,51.89162188706077
2696,8763,1,0,5,7,3,1,0,1,0,1,5,4,5,0,0,0,6,28.5,0,0,0,0,0,0,1,19,12-24,secundaria,0,1,20,10,2,4,centro,6,0.0797872340425532,Ocupada(o),2,2,2,85,85,4,4,2,2,4,2,4,4,4,4,85,85,2,1,37.5,37.5,0,0,0,0,0,37.5,470,78.33333333333333,20,0,3.55,0,0.55,2.93,4.39,1.52,0.04,0.05,0.91,0.41,0,9.76,4.87,7.05,48.24,0.23,25.44,0,0.12,8.66,7.16,20.61,1.51,168,1.875,11.554189056469614,7.52,1.16,3.76,1.07,2.36,4.4,1.96,1.05,1.34,1.32,25.945810943530386
2697,8766,0,0,3,6,9,0,1,1,0,1,2,2,1,1,0,0,3,21.333333333333332,0,0,0,0,0,0,0,26,25-44,secundaria,1,0,0,0,0,2,sur,12,0,Desocupada(o),0,7,2,85,85,3,85,3,2,3,1,85,3,3,85,85,85,1,4,0,0,0,0,0,0,0,0,100,33.333333333333336,0,3.64,4.53,0,0.38,0,1.22,0.66,1.58,0,0,0,0,0,2.85,5.81,37.61999999999999,25.45,18.87,1.07,0,10.8,47.88,3.22,2.42,168.00000000000003,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2698,8769,0,0,4,6,2,0,0,0,0,0,2,2,1,0,2,0,2,73,1,1,1,1,0,1,1,72,66+,secundaria,0,0,0,0,0,5,sur,9,0.14814814814814814,Inactiva(o),0,7,4,4,4,85,85,5,5,5,4,85,4,4,85,3,85,2,2,0,0,50,0,0,0,11.11111111111111,61.11,412.5,174.30555555555557,0,0,0,0,0,15.84,5.92,0.01,0,0,2.82,0,0,0,3.59,12.32,55.18,0,25.61,0.09,6.62,18.92,21.08,0,0,168,NA,7.637732839876788,10.38,1.37,11.58,5.55,7.82,7.22,3.74,2.78,0.43,2.59,53.47226716012321
2700,8774,0,0,3,7,3,0,1,1,1,2,2,2,1,0,0,0,4,25.25,0,0,0,0,0,0,0,16,12-24,primaria,1,0,0,0,0,1,metropolitana,13,0,Inactiva(o),0,7,4,85,85,5,85,4,4,4,5,85,4,4,85,85,85,2,9,0,0,0,0,0,0,0,0,100,25,0,0,2.9,2.74,12.06,0.91,2.74,0.25,0,1,0.75,0,2,0,8.05,12.2,39.83999999999999,35.8,7.98,11.12,0,14.95,1,5,6.71,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2702,8778,1,0,2,6,1,0,0,0,0,0,2,1,1,1,1,0,2,66,0,0,0,0,0,0,0,54,45-65,técnica,0,1,15,3,5,5,norte,2,0.9547450830628222,Ocupada(o),1,2,5,3,85,5,4,5,3,4,3,3,4,4,4,85,85,3,0,1250,1250,0,750,2059.25,1029.625,716.0588122971168,1966.06,2059.25,1012.6544061485583,15,0,6.88,0.91,6.68,1.73,2.64,0.27,0,0.09,2.12,5.35,0,0,6.37,6.22,38.03999999999999,0,46.82,7.06,0,13.94,0.18,6.88,0.82,168,83.33333333333333,1090.1426329230774,142.38,25.31,190.96,91.9,124.02,126.52,60.86,52.51,11.32,50.14,875.9173670769226
2703,8780,0,0,3,6,1,0,0,0,0,0,1,1,0,0,1,0,1,81,1,0,0,0,0,0,0,81,66+,ninguna,0,0,0,0,0,2,norte,4,1,Inactiva(o),0,7,3,85,2,85,85,4,4,4,2,85,4,2,85,85,85,2,9,0,0,35,0,35,35,0,35,35,35,0,0,0,0,0.01,16.67,7.69,1.27,0,0,9.63,0.91,0,0,5.56,16.67,37.10000000000001,0,9.69,0,4.87,19.43,38.5,0,0,168.00000000000003,NA,-20.962177590021412,15.91,1.21,14.13,4.21,7.82,4.78,3.96,2.2,0.16,1.58,55.96217759002141
2705,8787,1,0,2,6,1,0,0,0,0,0,2,1,1,0,0,0,2,39,0,0,0,1,0,1,0,54,45-65,secundaria,0,1,45,9,5,5,sur,10,1,Ocupada(o),2,1,4,85,85,85,4,4,4,4,4,4,4,4,4,85,85,3,0,550,550,0,0,550,275,0,550,550,275,45,0,0,0,16.53,5.74,0.36,0.04,0.44,0,1.31,0.05,0,0,1.7,11.96,38.099999999999994,0.15,21.94,0.15,1.2,8.78,1.53,3.2,9.82,168,12.222222222222221,115.20008007470598,58.57,20.05,98.65,30.63,39.23,71.85,31.31,26.62,25.36,32.52,434.79991992529403
2706,8790,1,1,2,6,2,1,0,1,0,1,2,2,2,1,0,0,3,22.333333333333332,1,1,1,0,0,0,1,33,25-44,técnica,0,1,36,6,6,3,norte,5,0.46153846153846156,Ocupada(o),2,3,5,5,5,4,5,5,4,3,2,4,2,2,2,5,5,2,1,75,75,0,0,0,0,0,75,162.5,54.166666666666664,36,0,17.45,0,1.92,7.98,0.43,0.9,0,0,0.28,0.97,0,0.04,2.6,5.82,51.14999999999999,0,14.93,0,0.53,13.75,1.02,8.28,3.95,168,2.0833333333333335,-23.059154635702306,17.39,5.64,23.5,4.99,8.03,15.31,7.43,4.91,4.67,6.18,98.0591546357023
2707,8792,0,0,5,7,1,0,0,0,0,0,1,1,0,0,1,0,1,83,1,0,0,0,0,0,1,83,66+,primaria,0,0,0,0,0,4,norte,5,1,Inactiva(o),0,7,4,85,4,85,85,4,4,4,2,85,4,4,85,85,85,2,8,0,0,75,0,75,75,0,75,75,75,0,0,0,0,0,18.45,21.37,2.08,0,0,8.39,0.26,0.78,0,9.48,11.82,55.05999999999999,0,3.65,11.44,6.5,12.74,5.98,0,0,168.00000000000003,NA,-62.2795318967691,29.95,2.85,33.33,13.13,22.96,13.47,10.08,6.04,0.47,5.01,137.2795318967691
2709,8799,1,0,1,6,3,1,1,2,0,2,4,2,3,0,0,0,6,25.5,0,0,0,0,0,0,1,20,12-24,secundaria,1,1,25,5,5,2,norte,3,0.16768665850673192,Ocupada(o),3,2,3,85,85,2,4,2,3,3,1,4,4,3,3,85,85,3,0,34.25,34.25,0,0,0,0,0.4779069767441861,34.73,207.1,34.12131782945737,25,0,5.15,0.28,0.52,2.05,0.53,0.36,0,0.56,0.71,0,0.19,0,3.03,10.34,47.91999999999999,23.32,12.65,0.58,0.92,5.98,20.15,1.34,6.42,167.99999999999997,1.37,5.163807271605362,10.84,1.53,4.65,1.11,2.12,4.25,2.01,1.12,0.88,1.06,29.566192728394636
2710,8802,1,1,1,7,1,0,1,1,0,1,3,2,1,1,0,0,4,34.5,1,1,1,1,0,1,1,50,45-65,secundaria,0,1,40,8,5,3,sur,9,0.42857142857142855,Ocupada(o),2,3,2,4,4,85,4,3,2,2,4,4,2,2,2,4,4,2,1,75,75,0,0,175,43.75,0,75,175,43.75,40,0,3.25,1.96,8.49,6.56,3.98,1.49,0.33,0,3.12,0.83,0,0,5.62,15.69,40.42,0,5.27,4.18,2.34,19.1,3.18,0,2.19,168,1.875,-30.487710310045905,24.68,5.21,20.64,5.32,9.36,14.97,8.14,5.51,6.25,5.4,105.48771031004591
2710,8804,0,0,1,7,3,0,1,1,0,1,3,2,1,1,0,0,4,34.5,0,0,0,1,0,1,0,28,25-44,universitaria,0,0,0,0,0,3,sur,9,0,Desocupada(o),0,7,5,5,85,4,85,3,4,4,1,85,4,4,85,85,85,2,9,0,0,0,0,0,0,0,0,175,43.75,0,0,2.27,1.69,4.54,4.55,0,0,0,0,1.82,1.33,0,10.04,1.94,10.54,45.51000000000001,0,15.66,8.11,2.17,0,45.51,12.16,0.16,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2712,8809,1,0,5,6,3,0,0,0,0,0,3,2,1,2,0,0,3,35.666666666666664,0,0,0,0,0,0,0,30,25-44,técnica,0,1,45,9,5,4,sur,10,0.5833333333333334,Ocupada(o),2,6,4,3,85,4,3,2,2,2,4,4,2,4,3,85,85,3,0,175,175,0,0,0,0,0,175,300,100,45,0,0,0,0.37,0.14,0.25,0.04,1.1,0.55,0.85,0.41,0.5,0,2.46,8.31,51.32,0,15.92,4.92,0.68,13.13,4.15,2.18,15.72,168,3.888888888888889,-59.016214424745016,32,10.36,45.58,14.16,24.97,36.22,17.74,16.04,18.92,18.03,234.01621442474502
2713,8813,0,0,5,7,3,0,0,0,0,0,5,4,1,1,1,0,5,36.4,0,0,0,0,0,0,0,26,25-44,universitaria,0,0,0,0,0,1,norte,15,0,Desocupada(o),0,7,4,85,85,4,85,5,4,4,3,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,112.5,22.5,0,0,0,2.56,0.4,8.39,2.03,2.56,0,1.71,1.71,0,0,0,2.99,6.89,52.33,0,38.77,7.77,4.49,7.53,9.61,18.26,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2716,8825,1,1,3,7,1,0,1,2,1,2,3,3,1,0,1,0,5,38.2,1,1,1,0,0,0,0,45,45-65,secundaria,0,1,60,12,5,4,centro,6,0.9463722397476341,Ocupada(o),2,3,3,3,3,2,4,2,2,4,4,4,4,3,4,3,4,2,3,375,375,0,0,396.25,79.25,0,375,396.25,79.25,60,0,2.4,1.15,4.42,0.79,0.29,0,0,0,1.33,0.81,0,0,2.56,6.78,33.70999999999999,0,18.8,0.3,0.09,4.89,22.45,0,7.23,168,6.25,67.74860608778668,82.97,13.46,49.48,15.12,29.31,44.66,23.58,14.97,18.98,14.7,307.2513939122133
2716,8827,0,0,3,7,3,0,1,2,1,2,3,3,1,0,1,0,5,38.2,0,0,0,0,0,0,0,13,12-24,ninguna,1,0,0,0,0,4,centro,6,0,Menor de 15 años,0,7,4,85,85,4,85,3,4,3,4,85,4,4,85,85,85,2,6,0,0,0,0,0,0,0,0,396.25,79.25,0,0,8.77,0,0.09,0,1.16,0,0,0,0,1.29,0,0,2.36,5.12,53.23,32.6,31.45,12.4,0,7.5,2.33,2.33,7.37,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
2718,8835,0,0,5,6,3,0,0,0,0,0,2,2,0,1,1,0,2,49,0,0,0,0,0,0,0,30,25-44,universitaria,0,0,0,0,0,1,sur,9,0,Desocupada(o),0,7,2,85,85,4,85,2,4,4,1,85,4,5,85,85,85,3,0,0,0,0,0,0,0,0,0,31.25,15.625,0,0,0,0,0.51,13.73,0.7,0.17,0,0.13,0,2.58,14.45,0.44,2.14,9.94,55.41,6.17,15.97,32.44,6.1,1.52,3.07,2.53,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2719,8836,0,0,3,6,1,0,0,1,1,1,2,1,0,0,2,0,3,49.666666666666664,1,1,1,0,0,0,0,73,66+,ninguna,0,0,0,0,0,2,centro,6,0.2507204610951009,Inactiva(o),0,7,4,4,2,85,85,96,4,5,1,85,2,2,85,5,85,3,0,0,0,21.75,1.75,88.5,29.5,0.43876080691642655,22.19,88.5,29.062920268972142,0,0,0,0,0.06,5.89,3.28,0.64,0,0.01,1.34,0.04,0,0,2.22,6.52,73.13,0,6.81,0.06,0,67.97,0.03,0,0,168,NA,-11.299987149446432,10.02,1.21,7.14,1.59,3.38,3.75,2.61,1.49,1,1.3,33.489987149446435
2722,8847,0,0,3,6,2,0,0,0,0,0,3,3,1,0,2,0,3,63,1,1,1,0,0,0,0,82,66+,ninguna,0,0,0,0,0,3,norte,2,0.38596491228070173,Inactiva(o),0,7,3,3,4,85,85,3,4,5,3,85,3,3,85,4,4,2,9,0,0,55,0,0,0,0,55,142.5,47.5,0,0,0,0,2.02,1.49,1.91,1.57,0,11.06,1.1,0.18,0,0,3.38,7.1,70.72,0,27.37,0,6.58,22.36,8.39,0,2.77,168,NA,-3.3723921738497884,17.41,1.66,11.88,3.38,7.22,6.83,4.66,2.34,0.73,2.26,58.37239217384979
2723,8849,0,0,2,6,1,0,0,0,0,0,1,1,0,0,1,0,1,65,1,0,0,0,0,0,0,65,45-65,primaria,0,0,0,0,0,2,norte,4,1,Inactiva(o),0,7,1,85,5,5,85,4,1,1,1,85,4,4,85,85,85,1,9,0,0,21,10,31,31,10,31,31,31,0,0,0,0,0,0.28,2.17,0.04,0,0,0.02,0,0,0,1.85,14.85,39.44,0,6.71,0,0.52,66.81,35.31,0,0,168,NA,-38.65579275030053,17.55,2.09,18.93,4.59,8.17,6.88,5.26,3.11,0.53,2.54,69.65579275030052
2724,8851,1,1,1,6,2,1,1,2,0,2,3,3,2,0,0,0,5,19.8,1,1,1,0,1,1,1,34,25-44,secundaria,0,1,40,8,5,5,sur,10,0.460431654676259,Ocupada(o),3,1,1,2,2,1,4,2,1,1,3,3,1,1,1,3,3,1,9,320,320,0,0,0,0,0,320,695,139,40,0,6.71,5.47,4.51,6.25,1.6,1.57,11.71,1.11,3.77,1.06,0,0,0.85,9.46,44.57999999999999,0,16.2,2.3,1.12,0.44,2.76,4.11,2.42,168,8,85.58710037594354,41.32,14.09,41.48,15.32,18.26,43.78,14.81,13.06,17.95,14.35,234.41289962405648
2724,8852,0,0,1,6,13,1,1,2,0,2,3,3,2,0,0,0,5,19.8,0,0,0,0,1,1,1,22,12-24,secundaria,1,0,0,0,0,5,sur,10,0,Inactiva(o),0,7,3,2,85,2,85,3,3,2,3,85,2,2,85,85,85,2,6,0,0,0,0,0,0,0,0,695,139,0,0,6.23,2.24,10.83,8.51,5.49,3.2,0,0.29,0.73,4.47,0,0.93,4.71,6.45,45.21,22.43,15.88,0,2.27,7.06,7.09,11.07,2.91,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
2725,8855,0,0,4,7,1,2,1,3,0,3,4,4,3,0,1,0,7,25.285714285714285,1,0,0,0,0,0,1,82,66+,ninguna,0,0,0,0,0,3,norte,5,0.1272727272727273,Inactiva(o),0,7,3,85,2,85,85,1,2,4,1,85,4,2,85,85,85,2,5,0,0,43.75,45,388.75,55.535714285714285,5.727272727272727,49.48,388.75,49.925324675324674,0,0,4.17,0,39.1,5.78,0,0,0,0,0,0.3,0,0,1.82,8.53,99.3,0,3.04,0,0,4.74,1.22,0,0,168,NA,16.482881987143966,12.14,1.54,5.01,1.62,2.95,4.82,2.1,1.11,0.64,1.06,32.997118012856035
2726,8862,0,0,2,6,1,2,0,2,2,4,1,3,1,0,0,0,5,14.6,1,0,0,0,0,0,1,36,25-44,ninguna,0,0,0,0,0,1,metropolitana,13,0,Inactiva(o),0,7,3,85,4,85,85,3,3,2,2,85,4,4,4,85,85,1,3,0,0,0,25,95,19,0,0,95,14,0,0,31.3,4.45,16.3,10.77,11.59,5.79,0,0.01,0.02,0,0,0,5.72,17.04,38.05,0,0.05,0,2.22,20.9,3.79,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2726,8864,0,0,2,6,3,2,0,2,2,4,1,3,1,0,0,0,5,14.6,0,0,0,0,0,0,0,15,12-24,ninguna,1,0,0,0,0,1,metropolitana,13,0,Inactiva(o),0,7,5,85,85,5,85,5,5,5,3,85,3,3,85,85,85,3,0,0,0,0,0,0,0,0,0,95,14,0,0,8.13,0,20.09,0.43,0.92,0,0,0,0,0,0,0,6.22,13.1,68.62,5.14,11.77,0,0,11.11,11.77,10.7,0,168.00000000000003,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2727,8868,1,1,2,6,2,0,0,0,0,0,4,3,4,0,1,0,4,40.25,1,1,1,0,0,0,1,53,45-65,ninguna,0,1,6,6,1,3,metropolitana,13,0.03546099290780142,Ocupada(o),1,3,2,4,5,85,2,4,4,3,2,2,4,4,4,4,4,1,4,6.25,6.25,0,0,0,0,0,6.25,176.25,44.0625,6,0,0,0,1.52,28.47,15.59,7.9,0,1.92,10.47,0.48,0,0,1.03,10.14,42.05999999999999,0,4.66,0,1.04,27.65,9.07,0,0,168,1.0416666666666667,0.08479506836349081,2.03,0.21,1.09,0.22,0.49,0.85,0.49,0.24,0.19,0.36,6.165204931636509
2728,8872,0,0,4,6,2,0,0,0,0,0,2,1,1,0,0,0,2,23.5,0,1,1,0,0,0,1,24,12-24,secundaria,0,0,6,3,2,3,norte,4,0.0410958904109589,Ocupada(o),1,3,5,5,85,5,4,5,4,4,2,4,5,4,5,5,85,2,1,3.75,3.75,0,0,0,0,0,3.75,91.25,45.625,6,0,0.04,0,1.1,6.91,5.32,4.28,0,6.46,2.59,10.53,0,0,8.36,12.49,56.16,0,15.51,0.07,3.13,12.16,16.72,0.17,0,168,0.625,-2.7837618652371967,1.05,0.38,1.57,0.25,0.44,0.93,0.52,0.32,0.63,0.44,6.533761865237197
2729,8876,0,0,1,7,10,1,0,1,0,1,3,2,2,0,0,0,4,24.25,0,0,0,0,0,0,1,19,12-24,secundaria,1,0,0,0,0,2,sur,9,0,Desocupada(o),0,7,4,85,85,5,85,5,4,5,4,85,4,4,85,85,85,2,5,0,0,0,0,0,0,0,0,137.5,34.375,0,0,1.42,0,0,1.66,1.04,1.97,0,2.6,1.8,0,0,8.01,6.37,14.35,34.81000000000001,31.23,15.82,2.75,0,2.73,20.62,10.41,10.41,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2731,8880,0,0,3,6,2,0,0,0,0,0,4,2,2,0,2,0,4,52.75,1,1,1,0,0,0,1,62,45-65,primaria,0,0,0,0,0,2,norte,5,0,Inactiva(o),0,7,4,1,5,2,85,4,5,5,2,85,5,4,85,5,4,2,4,0,0,0,0,0,0,0,0,161.5,40.375,0,0,0,0,5,12.52,8.88,10.06,0,0,2.6,0.71,2.14,0,8.88,18.83,57.55,0,3.2,0,0.18,21.83,15.62,0,0,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
2733,8884,1,1,3,7,1,0,0,0,0,0,4,4,1,0,0,0,4,36.75,1,1,1,0,0,0,0,51,45-65,secundaria,0,1,48,8,6,1,sur,9,1,Ocupada(o),1,3,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2,4,62.5,62.5,0,0,62.5,15.625,0,62.5,62.5,15.625,48,0,0.38,0,0.95,0,2.77,0,0.7,1.14,2.58,0.06,1.92,0,2.03,9.8,53.00999999999999,0,16.88,0.96,6.12,17.58,0.21,2.58,0.33,168,1.3020833333333333,-41.41342725265366,37.57,4.48,20.38,3.12,7.14,11.1,7.47,3.89,4.87,3.9,103.91342725265366
2733,8885,0,0,3,7,2,0,0,0,0,0,4,4,1,0,0,0,4,36.75,1,1,1,0,0,0,1,50,45-65,secundaria,0,0,0,0,0,1,sur,9,0,Inactiva(o),0,7,4,4,4,4,85,4,4,4,4,85,4,4,85,4,4,2,4,0,0,0,0,0,0,0,0,62.5,15.625,0,0,0.51,0,1.41,16.32,18.4,9.93,0,0.21,6.99,0.02,0,0,2,6.46,54.87,0,13.62,8.95,10.7,6.86,4.65,6.1,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2733,8886,0,0,3,7,3,0,0,0,0,0,4,4,1,0,0,0,4,36.75,0,0,0,0,0,0,1,26,25-44,secundaria,0,0,0,0,0,1,sur,9,0,Desocupada(o),0,7,5,85,85,4,85,5,5,4,2,85,5,5,85,85,85,2,9,0,0,0,0,0,0,0,0,62.5,15.625,0,16.32,0.64,0,1.15,12.41,0.53,0.13,0,0.34,0.28,0.08,0,0,5.85,8.61,52.28,5.88,40.82,0.25,1.8,7.71,2.04,10.88,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2733,8887,0,0,3,7,3,0,0,0,0,0,4,4,1,0,0,0,4,36.75,0,0,0,0,0,0,0,20,12-24,secundaria,0,0,0,0,0,1,sur,9,0,Inactiva(o),0,7,4,85,85,4,85,2,4,4,2,85,1,1,85,85,85,3,0,0,0,0,0,0,0,0,0,62.5,15.625,0,0,0,0,0.82,1.16,0,0,0,1,0.06,0,27.87,0,4.37,14.51,31.33,5.96,18.69,6.97,3.48,12.74,3.38,35.66,0,168.00000000000003,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2735,8891,0,0,2,6,1,0,1,1,0,1,1,1,0,0,0,0,2,13.5,1,0,0,0,0,0,1,21,12-24,ninguna,0,0,0,0,0,1,sur,14,0,Inactiva(o),0,7,4,85,5,4,85,4,4,3,3,85,3,4,85,85,85,3,0,0,0,0,14.5,14.5,7.25,0,0,14.5,0,0,0,12.68,1.08,0.46,13.74,8.86,1.89,0,0,0.03,0.16,0,1.76,4.78,14.27,51.03,0,20.92,1.02,0.6,17.97,16.34,0.41,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
