id_persona,id_hogar,es_trabajador,es_familia,dia_semana,dia_fin_semana,parentesco,n_menores6,n_menores12,n_men15,n_menores18,n_menores,n_mayores,n_tiempo,n_trabajadores,n_profesionales,hay_tercera,n_personas,edad_promedio,tiene_hijos,en_pareja,vive_pareja,servicio_domestico,ayuda_cercanos,fuentes_externas,sexo,edad_años,tramo_edad,nivel_escolaridad,estudia,trabaja,horas_trabajo,quintil,macrozona,region,prop_hogar,cae,cise,ciuo_agrupada,t11_1_1,t11_1_2,t11_1_3,t11_1_4,t11_1_5,t11_1_6,t11_1_7,t11_1_8,t12_1_1,t12_1_2,t12_1_3,t12_1_4,t12_1_5,t13_1_1,t13_1_2,t14_1_1,t15_1_1,ing_ocuppal,ing_trab,ing_jub_aps,ing_g,ing_mon,ing_mon_pc,ing_gpp,ing_personal,ingreso_hogar,income_person_week,t_paid_work,t_job_search,t_domestic_work,t_care_work,t_unpaid_voluntary,t_education,t_leisure,t_personal_care,t_meals,t_sleep,t_commute1,t_total,temp,w
24136,7481,0,0,4,7,5,0,0,0,0,0,3,2,1,1,0,3,62.666666666666664,1,0,0,0,0,0,0,89,66+,ninguna,0,0,0,4,sur,9,0.10434782608695652,Inactiva(o),0,7,4,85,4,85,85,2,4,4,4,85,4,4,85,85,85,3,0,0,0,30,0,0,0,0,30,287.5,95.83333333333333,0,0,19.92,1.06,0,0,19.83,5.79,21.08,100.32000000000001,0,168,168,NA
24139,7482,0,0,5,7,2,1,0,1,0,1,3,1,0,0,0,4,30.75,1,1,1,0,0,0,1,52,45-65,ninguna,0,0,0,2,centro,8,0,Inactiva(o),0,7,2,2,4,1,85,4,2,2,1,85,3,3,85,2,2,1,9,0,0,0,0,0,0,0,0,124.75,30.125,0,0,53.55,14.84,4.11,0,42.7,1.73,8.96,42.10999999999999,0,168,168,NA
24145,7484,1,0,3,7,3,0,0,0,0,0,3,2,3,0,0,3,33.666666666666664,0,0,0,0,0,0,0,20,12-24,primaria,1,1,48,3,sur,10,0.08108108108108109,Ocupada(o),2,4,3,5,85,4,4,4,3,4,2,4,4,4,85,85,85,3,0,15,15,0,0,0,0,0,15,185,61.666666666666664,48,0,2.34,0,0,15.96,34.59,5.35,8.29,43.400000000000006,10.07,167.99999999999997,168,0.3125
24148,7485,0,0,1,7,3,0,0,0,1,1,4,2,1,0,1,5,62.2,1,0,0,0,0,0,1,56,45-65,ninguna,0,0,0,1,centro,7,0,Inactiva(o),0,7,4,85,4,4,85,4,4,4,4,85,4,4,4,85,85,1,3,0,0,0,0,0,0,0,0,110,22,0,0,34.05,14.3,0,0,49.07,11.84,7.64,51.1,0,168.00000000000003,168,NA
24158,7488,1,1,1,7,2,0,0,0,0,0,3,2,2,1,0,3,34.666666666666664,1,1,1,0,0,0,0,43,25-44,técnica,0,1,84,4,norte,1,0.6363636363636364,Ocupada(o),1,6,4,4,4,3,4,4,4,4,4,4,3,5,4,4,4,3,0,150,175,0,0,0,0,0,175,275,91.66666666666667,84,0,10.42,1.3,0,0,41.77,1.7,3.72,25.01999999999999,0.07,168,168,2.0833333333333335
24160,7489,1,1,1,6,1,0,1,1,1,2,2,3,2,1,0,4,25,1,1,1,0,0,0,0,38,25-44,primaria,0,1,54,3,centro,7,0.6122448979591837,Ocupada(o),2,5,4,4,4,85,4,4,4,4,4,4,4,4,4,2,4,3,0,150,150,0,0,245,61.25,0,150,245,61.25,54,0,2.3,10.85,0,0,31.11,1.83,13.45,47.709999999999994,6.75,168,168,2.7777777777777777
24161,7489,1,1,1,6,2,0,1,1,1,2,2,3,2,1,0,4,25,1,1,1,0,0,0,1,36,25-44,técnica,0,1,45,3,centro,7,0.3877551020408163,Ocupada(o),3,1,4,4,4,85,4,4,4,4,4,4,4,4,4,4,4,3,0,95,95,0,0,0,0,0,95,245,61.25,45,0,17.68,16.64,0,0,22.19,2.48,8.68,52.05000000000001,3.28,168,168,2.111111111111111
24162,7489,0,0,1,6,3,0,1,1,1,2,2,3,2,1,0,4,25,0,0,0,0,0,0,0,16,12-24,primaria,1,0,0,3,centro,7,0,Inactiva(o),0,7,4,85,85,4,85,4,4,4,4,85,4,4,4,85,85,3,0,0,0,0,0,0,0,0,0,245,61.25,0,0,1.08,4.19,0,45.32,38.55,2.97,10.24,63.87,1.78,168,168,NA
24165,7490,1,0,1,7,2,0,0,1,1,1,2,3,2,0,0,3,27,0,1,1,0,0,0,0,28,25-44,primaria,0,1,63,5,norte,3,0.6896551724137931,Ocupada(o),2,6,1,2,85,2,4,2,4,4,4,4,2,4,4,4,96,2,1,237.5,250,0,0,0,0,0,250,362.5,120.83333333333333,63,0,1.9,0.17,0.02,2.29,44.86,1.36,8.12,44.55,1.73,168,168,3.9682539682539684
24182,7496,0,0,4,6,1,0,0,0,0,0,3,3,2,0,0,3,51.333333333333336,1,0,0,0,0,0,1,75,66+,primaria,0,0,0,4,metropolitana,13,0.13924050632911392,Inactiva(o),0,7,4,85,4,85,85,4,3,4,3,85,4,4,85,85,85,3,0,0,0,27.5,0,197.5,65.83333333333333,0,27.5,197.5,65.83333333333333,0,0,17.87,1.13,13.67,0,82.32,3.33,9.63,40.05000000000001,0,168,168,NA
24184,7496,1,0,4,6,8,0,0,0,0,0,3,3,2,0,0,3,51.333333333333336,0,0,0,0,0,0,1,26,25-44,secundaria,1,1,50,4,metropolitana,13,0.5063291139240507,Ocupada(o),2,3,2,85,85,3,4,4,2,2,3,4,2,3,3,85,85,2,1,100,100,0,0,0,0,0,100,197.5,65.83333333333333,50,0,6.47,0.75,0,8.11,46.04,3.4,6.09,42.37999999999999,4.76,168,168,2
24190,7498,1,1,1,7,2,0,0,0,0,0,5,4,2,2,0,5,34.2,1,1,1,0,0,0,1,56,45-65,universitaria,0,1,48,5,centro,6,0.375,Ocupada(o),3,1,2,2,3,3,4,2,1,1,3,3,2,2,1,3,4,2,1,225,225,0,0,0,0,0,225,600,120,48,0,27.95,6.62,0,0,20.6,4.61,3.76,53.30999999999999,3.15,168,168,4.6875
24191,7498,0,0,1,7,3,0,0,0,0,0,5,4,2,2,0,5,34.2,0,0,0,0,0,0,0,18,12-24,secundaria,0,0,0,5,centro,6,0,Inactiva(o),0,7,4,85,85,4,85,3,3,4,4,85,4,3,85,85,85,2,6,0,0,0,0,0,0,0,0,600,120,0,0,7.48,12.15,2,24.53,72.07,1.37,3.17,41.23,4,168,168,NA
24192,7498,0,0,1,7,3,0,0,0,0,0,5,4,2,2,0,5,34.2,0,0,0,0,0,0,0,18,12-24,secundaria,0,0,0,5,centro,6,0,Inactiva(o),0,7,4,85,85,4,85,4,3,4,3,85,4,5,85,85,85,3,0,0,0,0,0,0,0,0,0,600,120,0,0,8.48,3.17,2,25.73,68.63,6.22,4.3,42.88,6.59,168.00000000000003,168,NA
24195,7499,1,0,1,6,3,0,0,1,1,1,2,3,2,0,0,3,29.666666666666668,0,0,0,0,0,0,0,26,25-44,secundaria,0,1,48,2,metropolitana,13,0.6363636363636365,Ocupada(o),2,3,3,85,85,5,5,4,4,4,3,4,4,4,5,85,85,2,8,70,70,0,0,0,0,2.943181818181818,72.94,114.625,37.64772727272727,48,0,4.74,5.51,0,0,43.65,2.88,8.76,52.81,1.65,168,168,1.4583333333333333
24196,7499,0,0,1,6,3,0,0,1,1,1,2,3,2,0,0,3,29.666666666666668,0,0,0,0,0,0,1,13,12-24,ninguna,1,0,0,2,metropolitana,13,0,Menor de 15 años,0,7,5,85,85,5,85,2,4,4,3,85,5,5,85,85,85,3,0,0,0,0,0,0,0,0,0,114.625,36.666666666666664,0,0,4.72,2.01,0,37.28,48.57,6.16,9.77,57.16,2.33,168,168,NA
24198,7500,1,1,4,7,2,1,1,2,0,2,2,1,1,0,0,4,15.25,1,1,1,0,0,0,1,25,25-44,primaria,0,1,20,2,norte,1,0.3409090909090909,Ocupada(o),1,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,1,37.5,37.5,0,0,0,0,0,37.5,110,27.5,20,0,18.27,41.4,0,0,23.86,4.17,5.93,51.86,2.51,168,168,1.875
24205,7503,1,1,2,6,1,0,0,0,0,0,4,4,2,1,0,4,41.25,1,1,1,0,0,0,0,57,45-65,secundaria,0,1,63,2,norte,5,0.5,Ocupada(o),1,3,3,1,1,4,4,1,1,3,2,3,2,2,2,2,2,2,4,75,75,0,0,150,37.5,0,75,150,37.5,63,0,2.32,2.23,0,0,57.27,3.02,5.54,33.38000000000001,1.24,168,168,1.1904761904761905
24206,7503,1,1,2,6,2,0,0,0,0,0,4,4,2,1,0,4,41.25,1,1,1,0,0,0,1,59,45-65,secundaria,0,1,63,2,norte,5,0.5,Ocupada(o),1,3,1,1,1,85,5,1,1,1,1,3,1,1,1,1,5,2,4,75,75,0,0,0,0,0,75,150,37.5,63,0,16.19,2.57,0,0,37.01,2.99,5.23,39.98,1.03,168.00000000000003,168,1.1904761904761905
24208,7503,0,0,2,6,3,0,0,0,0,0,4,4,2,1,0,4,41.25,0,0,0,0,0,0,1,23,12-24,secundaria,1,0,0,2,norte,5,0,Inactiva(o),0,7,3,85,85,4,85,3,2,5,3,85,5,4,85,85,85,2,9,0,0,0,0,0,0,0,0,150,37.5,0,0,16.52,0.17,1.4,0.31,84.38,6.71,3.86,54.65,0,168,168,NA
24209,7504,1,0,1,7,1,0,0,0,0,0,2,2,2,2,0,2,44,0,1,1,0,0,0,0,42,25-44,universitaria,0,1,40,5,centro,6,0.22279792746113988,Ocupada(o),3,1,4,4,85,4,4,4,3,4,4,4,4,4,4,4,85,3,0,107.5,107.5,0,0,482.5,241.25,0,107.5,482.5,241.25,40,0,10.49,1.59,0,0,53.16,2.3,3.24,54.900000000000006,2.32,168,168,2.6875
24210,7504,1,0,1,7,2,0,0,0,0,0,2,2,2,2,0,2,44,0,1,1,0,0,0,1,46,45-65,universitaria,0,1,48,5,centro,6,0.7772020725388601,Ocupada(o),3,1,4,3,85,2,4,4,4,4,4,4,4,4,4,4,85,3,0,375,375,0,0,0,0,0,375,482.5,241.25,48,0,16.8,4.35,0,0,35.73,6.65,4.92,43.14000000000001,8.41,167.99999999999997,168,7.8125
24216,7506,0,0,3,6,2,0,0,0,0,0,2,2,0,0,0,2,72.5,1,1,1,0,0,0,1,65,45-65,primaria,0,0,0,1,sur,10,0,Inactiva(o),0,7,1,3,4,85,85,4,4,4,4,85,4,4,85,4,4,2,9,0,0,0,0,0,0,0,0,20,10,0,0,14.73,2.96,2.15,0,70.26,1.69,8.87,67.34,0,168,168,NA
24222,7508,1,1,1,6,1,1,0,1,1,2,2,2,1,0,0,4,33.5,1,1,1,0,0,0,0,60,45-65,secundaria,0,1,40,1,metropolitana,13,1,Ocupada(o),2,3,3,3,2,85,2,2,2,4,3,3,3,3,2,5,3,2,1,93.75,93.75,0,0,93.75,23.4375,0,93.75,93.75,23.4375,40,0,2.48,9.04,0,0,47.97,1.85,7.1,42.59000000000001,16.97,168.00000000000003,168,2.34375
24224,7508,0,0,1,6,9,1,0,1,1,2,2,2,1,0,0,4,33.5,1,0,0,0,0,0,1,16,12-24,primaria,0,0,0,1,metropolitana,13,0,Inactiva(o),0,7,4,4,4,4,85,2,3,4,2,85,5,5,85,85,85,1,3,0,0,0,0,0,0,0,0,93.75,23.4375,0,0,20.51,38.47,0,0,45.27,1.51,6.92,55.32,0,168,168,NA
24233,7510,0,0,3,6,3,0,0,0,0,0,4,2,1,1,0,4,37,0,0,0,0,0,0,1,18,12-24,primaria,1,0,0,5,metropolitana,13,0,Inactiva(o),0,7,4,85,85,3,85,4,4,5,2,85,4,3,85,85,85,2,6,0,0,0,0,0,0,0,0,501.125,125,0,0,10.03,0.05,0,29.23,58.9,3.38,4.43,58.35,3.63,168,168,NA
24252,7516,1,0,5,6,1,0,1,1,0,1,1,1,1,0,0,2,31,1,0,0,0,0,0,1,52,45-65,primaria,0,1,30,1,norte,2,1,Ocupada(o),2,3,2,85,4,4,3,4,3,2,1,3,2,4,2,85,85,2,4,32.5,32.5,0,4.5,37,18.5,4.5,37,37,18.5,30,0,22.95,28.86,0.28,0,18.18,8.69,9.64,43.790000000000006,5.61,168,168,1.0833333333333333
24259,7518,0,0,1,6,10,1,1,4,3,4,2,4,1,0,0,7,15.714285714285714,0,0,0,0,0,0,1,14,12-24,primaria,0,0,0,2,norte,2,0,Menor de 15 años,0,7,3,85,85,1,85,4,4,1,1,85,5,5,85,85,85,2,5,0,0,0,0,0,0,0,0,220,27.857142857142858,0,0,31.63,22.52,0,0,29.55,3.14,13.06,68.10000000000001,0,168,168,NA
24263,7519,1,0,3,6,1,0,0,0,0,0,1,1,1,0,0,1,83,1,0,0,0,0,0,0,83,66+,ninguna,0,1,16,2,sur,10,1,Ocupada(o),1,3,4,85,3,85,4,4,2,4,1,4,4,4,4,85,85,2,4,5,8,21.75,0,29.75,29.75,0,29.75,29.75,29.75,16,0,23.94,0.02,0.06,0,39.59,5.99,12.46,59.97999999999998,9.96,167.99999999999997,168,0.5
24280,7523,0,0,5,7,1,0,0,0,0,0,4,4,1,2,0,4,59,1,1,1,0,0,0,0,83,66+,universitaria,0,0,0,3,metropolitana,13,0.5555555555555556,Inactiva(o),0,7,4,4,4,85,85,4,4,4,4,85,4,4,4,4,4,2,5,0,0,125,0,225,56.25,0,125,225,56.25,0,0,7.98,0.87,0,0,62.54,3.8,21.68,71.13,0,168,168,NA
24281,7523,0,0,5,7,2,0,0,0,0,0,4,4,1,2,0,4,59,1,1,1,0,0,0,1,83,66+,secundaria,0,0,0,3,metropolitana,13,0,Inactiva(o),0,7,4,4,4,85,85,4,4,4,4,85,4,4,4,4,4,2,2,0,0,0,0,0,0,0,0,225,56.25,0,0,38.24,3.1,0,0,50.82,2.85,16.34,56.65,0,168.00000000000003,168,NA
24284,7524,1,1,4,6,1,1,0,1,0,1,2,1,1,2,0,3,22.666666666666668,1,1,1,0,0,0,0,34,25-44,universitaria,0,1,40,4,sur,9,1,Ocupada(o),3,1,2,2,1,3,3,5,4,2,2,3,3,2,2,4,4,2,4,220,220,0,0,220,73.33333333333333,0,220,220,73.33333333333333,40,0,8.91,30.9,0.1,0,36.44,2.9,8.31,38.56000000000001,1.88,167.99999999999997,168,5.5
24289,7526,1,0,4,7,1,0,0,0,0,0,1,1,1,0,0,1,63,0,0,0,0,0,0,0,63,45-65,secundaria,0,1,48,3,centro,8,1,Ocupada(o),2,4,4,85,85,85,4,4,4,4,4,4,4,4,4,85,85,2,1,60.25,60.25,0,0,60.25,60.25,0,60.25,60.25,60.25,48,0,21.76,0.27,0,0,25.55,2.51,6.42,61.60999999999999,1.88,168,168,1.2552083333333333
24291,7527,1,0,4,7,3,0,0,0,0,0,2,2,1,1,0,2,46.5,0,0,0,0,0,0,1,32,25-44,universitaria,0,1,30,1,norte,5,0.5494505494505495,Ocupada(o),2,3,3,4,85,2,2,2,2,2,1,3,2,3,2,85,85,2,4,25,25,0,0,0,0,0,25,45.5,22.75,30,0,13.37,1.94,0.11,0.11,45.79,5.47,9.3,59.83000000000001,2.08,168,168,0.8333333333333334
24302,7531,0,0,4,6,8,0,0,1,1,1,1,2,0,0,0,2,35.5,0,0,0,0,0,0,1,13,12-24,primaria,1,0,0,1,norte,5,0,Menor de 15 años,0,7,4,85,85,3,85,4,4,4,4,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,23.75,9.375,0,0,1.98,0.34,0,0,75.69,7.08,15.19,67.72000000000001,0,168,168,NA
24304,7532,1,0,3,7,9,0,0,0,0,0,3,3,2,0,0,3,54.333333333333336,0,0,0,0,0,0,0,56,45-65,primaria,0,1,40,4,norte,5,0.5333333333333333,Ocupada(o),2,5,3,85,85,85,4,4,4,5,3,4,4,4,4,85,85,2,1,130,130,0,0,0,0,8,138,258.75,83.91666666666667,40,0,3.23,0,0,0,50.66,2.68,8.84,51.47,11.12,168,168,3.25
24305,7532,1,0,3,7,9,0,0,0,0,0,3,3,2,0,0,3,54.333333333333336,0,0,0,0,0,0,0,53,45-65,primaria,0,1,40,4,norte,5,0.39487179487179486,Ocupada(o),2,5,4,2,85,85,4,5,2,4,2,2,4,2,4,85,85,3,0,96.25,96.25,0,0,0,0,5.9230769230769225,102.17,258.75,83.22435897435898,40,0,2.58,0,0,0,59.28,3.75,7.27,37.96000000000001,17.16,168,168,2.40625
24307,7533,0,0,3,7,3,0,0,0,0,0,2,2,0,0,0,2,33,1,0,0,0,0,0,1,18,12-24,primaria,1,0,0,1,norte,5,0,Inactiva(o),0,7,5,85,5,5,85,5,5,5,5,85,2,4,85,85,85,1,6,0,0,0,0,0,0,0,0,50.5,16.25,0,0,1.97,0.01,0,35.76,58.01,4.92,7.18,54.5,5.65,168,168,NA
24310,7535,0,0,5,6,1,0,0,0,0,0,3,3,2,0,0,3,58,1,1,1,0,0,0,1,64,45-65,ninguna,0,0,0,2,sur,10,0,Inactiva(o),0,7,4,2,3,85,85,3,5,2,3,85,4,3,85,4,4,3,0,0,0,0,0,107.5,35.833333333333336,0,0,107.5,35.833333333333336,0,0,45.45,0.42,0,0,57.09,4.35,9.88,50.81,0,167.99999999999997,168,NA
24312,7535,1,0,5,6,3,0,0,0,0,0,3,3,2,0,1,3,58,1,0,0,0,0,0,0,43,25-44,secundaria,0,1,24,2,sur,10,0.6976744186046512,Ocupada(o),1,6,4,85,4,4,4,4,4,4,2,4,2,4,4,85,85,3,0,75,75,0,0,0,0,0,75,107.5,35.833333333333336,24,0,16.36,7.43,0.93,0,29.76,6.04,5.62,49.53000000000001,28.33,168.00000000000003,168,3.125
24313,7536,1,1,5,7,1,1,1,2,0,2,3,2,1,0,0,5,30.6,1,1,1,0,0,0,0,63,45-65,ninguna,0,1,70,1,sur,9,0.8045977011494253,Ocupada(o),2,3,4,4,4,85,4,4,4,4,4,4,4,4,4,4,85,3,0,87.5,87.5,0,0,108.75,21.75,0,87.5,108.75,21.75,70,0,2.48,0.65,0,0,43.51,2.24,8.41,35.209999999999994,5.5,168,168,1.25
24319,7538,1,1,3,7,1,0,0,0,0,0,3,2,1,0,0,3,47.666666666666664,1,1,1,0,0,0,0,54,45-65,ninguna,0,1,45,2,sur,9,0.5333333333333333,Ocupada(o),2,5,4,4,3,85,4,3,3,4,3,4,3,3,4,96,96,2,1,60,60,0,0,112.5,37.5,0,60,112.5,37.5,45,0,7.57,3.13,1.19,0,31.49,2.63,11.09,60.8,5.1,168,168,1.3333333333333333
24322,7539,1,1,1,6,1,0,0,0,0,0,3,1,1,2,0,3,58.333333333333336,1,1,1,0,0,0,0,70,66+,universitaria,0,1,45,5,metropolitana,13,0.5507745266781411,Ocupada(o),1,1,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,0,125,125,75,0,363.125,121.04166666666667,0,200,363.125,121.04166666666667,45,0,2.4,0.14,0,0,39.09,5.24,9.31,58.86999999999998,7.95,168,168,2.7777777777777777
24328,7541,1,1,4,6,1,0,0,0,0,0,3,2,2,0,0,3,45,1,1,1,0,0,0,1,58,45-65,secundaria,0,1,40,4,metropolitana,13,0.5652173913043478,Ocupada(o),3,3,1,2,4,4,5,2,2,2,5,4,2,2,2,4,4,2,1,162.5,162.5,0,0,287.5,95.83333333333333,0,162.5,287.5,95.83333333333333,40,0,32.59,8.41,0,0,30.77,1.92,12.33,35.70000000000001,6.28,168,168,4.0625
24332,7543,1,0,1,6,1,0,0,0,0,0,1,1,1,0,0,1,24,1,0,0,0,0,0,0,24,12-24,secundaria,1,1,20,4,centro,8,1,Ocupada(o),2,3,4,85,2,3,4,4,4,2,4,4,2,4,85,85,85,2,6,62.5,62.5,0,10,72.5,72.5,10,72.5,72.5,72.5,20,0,11.19,0,0.84,31.25,34.52,3.59,9.08,54.86000000000001,2.67,168,168,3.125
24333,7544,1,0,1,6,1,0,0,0,0,0,2,1,1,1,0,2,51,0,0,0,0,0,0,0,36,25-44,secundaria,1,1,45,2,centro,8,1,Ocupada(o),2,2,3,85,85,4,3,4,2,3,3,3,3,3,3,85,85,2,6,0,60.25,0,0,60.25,30.125,0,60.25,60.25,30.125,45,0,25.26,20.12,0,12.65,18.5,4.61,6.48,33.50999999999999,1.87,167.99999999999997,168,1.3388888888888888
24341,7549,1,0,1,6,1,0,1,2,1,2,3,4,3,1,0,5,22.8,1,0,0,0,0,0,1,45,45-65,secundaria,0,1,40,3,sur,11,0.23423423423423423,Ocupada(o),4,3,4,85,4,85,4,4,4,4,4,4,4,4,4,85,85,3,0,65,65,0,2,279.5,55.9,0.46846846846846846,65.47,279.5,55.59369369369369,40,0,21.7,2.29,0.12,0.02,45.85,2.9,7.94,45.86000000000001,1.32,168,168,1.625
24344,7549,0,0,1,6,3,0,1,2,1,2,3,4,3,1,0,5,22.8,0,0,0,0,0,0,1,13,12-24,ninguna,1,0,0,3,sur,11,0,Menor de 15 años,0,7,4,85,85,5,85,4,2,4,4,85,2,4,85,85,85,2,6,0,0,0,0,0,0,0,0,279.5,55.5,0,0,3.04,9.41,0,36.95,62.44,2.55,6.61,46.41999999999999,0.58,168.00000000000003,168,NA
24346,7550,1,0,2,6,1,0,0,0,1,1,3,1,1,2,0,4,48.5,0,0,0,0,0,0,1,70,66+,secundaria,0,1,48,2,sur,9,0.7021276595744681,Ocupada(o),1,3,2,85,85,85,4,2,4,4,2,4,4,4,4,85,85,2,9,37.5,37.5,45,0,117.5,29.375,0,82.5,117.5,29.375,48,0,13.2,1.02,0,0,33.86,3.98,14.54,52.00000000000001,1.4,168,168,0.78125
24354,7553,1,0,4,7,1,0,0,1,1,1,1,2,1,1,0,2,33,1,0,0,0,0,0,1,52,45-65,técnica,0,1,45,5,metropolitana,13,1,Ocupada(o),2,2,3,85,2,2,4,4,4,4,4,3,2,2,2,85,85,1,5,375,375,0,0,375,187.5,0,375,375,187.5,45,0,17.1,9.94,0,0,35.28,6.79,6.43,46.74,0.72,168,168,8.333333333333334
24355,7553,0,0,4,7,3,0,0,1,1,1,1,2,1,1,0,2,33,0,0,0,0,0,0,1,14,12-24,ninguna,1,0,0,5,metropolitana,13,0,Menor de 15 años,0,7,3,3,85,2,85,2,4,5,3,85,5,5,85,85,85,3,0,0,0,0,0,0,0,0,0,375,187.5,0,0,0.96,0,8.04,20.1,56.87,5.92,2.89,70.88000000000001,2.34,168,168,NA
24358,7554,0,0,2,7,7,3,0,4,1,4,4,5,1,0,0,8,18.25,1,1,1,0,0,0,0,20,12-24,secundaria,0,0,0,1,norte,2,0,Desocupada(o),0,7,4,4,4,2,85,4,4,4,2,85,4,4,5,5,5,3,0,0,0,0,0,0,0,0,0,120,12.5,0,22.14,2.21,19.7,0,0,43.93,24.15,10.65,45.21999999999999,0,168,168,NA
24360,7554,0,0,2,7,3,3,0,4,1,4,4,5,1,0,0,8,18.25,0,0,0,0,0,0,0,12,12-24,ninguna,1,0,0,1,norte,2,0,Menor de 15 años,0,7,4,85,85,5,85,5,4,5,5,85,5,4,85,85,85,3,0,0,0,0,0,0,0,0,0,120,12.5,0,0,3.68,5.04,0,47.45,57.65,1.61,6.69,44.44,1.44,168.00000000000003,168,NA
24364,7555,1,1,5,6,1,2,0,2,0,2,2,2,1,1,0,4,18,1,1,1,0,0,0,0,35,25-44,secundaria,0,1,84,4,norte,2,0.5263157894736842,Ocupada(o),2,6,2,2,2,2,4,4,2,4,4,4,4,4,3,4,4,3,0,150,150,0,4.9495,289.9495,72.487375,2.605,152.6,289.9495,71.90125,84,0,3.23,0.42,0,0,18.18,4.17,13.57,26,18.43,168.00000000000003,168,1.7857142857142858
24372,7557,0,0,5,7,3,2,1,3,1,4,3,2,0,0,0,7,18.142857142857142,1,0,0,0,0,0,1,16,12-24,primaria,0,0,0,2,metropolitana,13,0,Inactiva(o),0,7,4,85,5,4,85,3,2,5,4,85,3,4,85,85,85,3,0,0,0,0,0,0,0,0,0,197.25,26.785714285714285,0,0,18.25,48.67,1.14,0,37.87,6.27,10.9,44.9,0,167.99999999999997,168,NA
24380,7559,0,0,4,7,3,0,1,2,1,2,2,3,1,0,0,4,22.25,0,0,0,0,0,0,0,13,12-24,ninguna,1,0,0,1,sur,10,0,Menor de 15 años,0,7,5,85,85,5,85,5,5,5,5,85,5,5,85,85,85,2,6,0,0,0,0,0,0,0,0,57.5,14.375,0,0,5.99,0.58,0.75,32.43,61.46,2.86,6.39,56.86999999999999,0.67,168,168,NA
24381,7560,1,1,3,6,1,1,0,1,1,2,2,3,2,1,0,4,22.75,1,1,1,0,0,0,0,37,25-44,secundaria,0,1,60,3,sur,12,0.7777777777777777,Ocupada(o),2,2,4,4,4,2,4,3,4,4,2,2,1,2,2,4,4,2,1,175,175,0,5,230,57.5,3.8888888888888893,178.89,230,57.22222222222222,60,0,5.56,16.97,0,1.61,26.59,3.45,6.28,45.279999999999994,2.26,168.00000000000003,168,2.9166666666666665
24382,7560,1,1,3,6,2,1,0,1,1,2,2,3,2,1,0,4,22.75,1,1,1,0,0,0,1,35,25-44,técnica,0,1,56,3,sur,12,0.2222222222222222,Ocupada(o),1,3,5,5,5,2,5,3,5,5,4,4,4,4,4,4,4,3,0,50,50,0,0,0,0,1.1111111111111112,51.11,230,56.52777777777778,56,0,17.99,12.37,0,0,35.73,3.62,5.43,36.85999999999999,0,168,168,0.8928571428571429
24383,7560,0,0,3,6,3,1,0,1,1,2,2,3,2,1,0,4,22.75,0,0,0,0,0,0,0,15,12-24,primaria,1,0,0,3,sur,12,0,Inactiva(o),0,7,4,85,85,4,85,4,5,4,4,85,4,4,4,85,85,3,0,0,0,0,0,0,0,0,0,230,56.25,0,0,3.82,1.8,0.98,33.45,72.8,4.95,8.16,40.18,1.86,168,168,NA
24386,7561,1,1,5,7,2,0,0,0,0,0,2,2,1,0,0,2,64,1,1,1,0,0,0,0,65,45-65,primaria,0,1,50,5,centro,6,1,Ocupada(o),2,3,4,4,3,85,4,4,4,4,4,4,4,4,4,3,4,3,0,175,175,150,0,0,0,0,325,325,162.5,50,0,6.78,0.23,0,0,56.72,2.43,9.55,40.540000000000006,1.75,168,168,3.5
24387,7562,1,0,3,6,1,0,1,2,1,2,1,2,1,0,0,3,22.333333333333332,1,0,0,0,0,0,1,44,25-44,primaria,0,1,10,1,centro,8,1,Ocupada(o),1,5,2,85,3,2,3,2,3,2,1,4,2,2,4,85,85,2,5,5,5,0,20,25,8.333333333333334,20,25,25,8.333333333333334,10,0,31.12,18.9,4.17,0,53.94,2.46,6.91,40.42999999999999,0.07,168,168,0.5
24389,7562,0,0,3,6,3,0,1,2,1,2,1,2,1,0,0,3,22.333333333333332,0,0,0,0,0,0,0,13,12-24,ninguna,1,0,0,1,centro,8,0,Menor de 15 años,0,7,4,85,85,3,85,4,5,5,5,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,25,1.6666666666666667,0,0,5.37,4.29,0,30.57,62.64,2.85,5.78,54.59000000000001,1.91,168,168,NA
24390,7563,1,1,1,7,1,1,0,2,1,2,2,3,2,0,0,4,17.25,1,1,1,0,0,0,0,24,12-24,primaria,0,1,54,2,centro,7,0.5454545454545454,Ocupada(o),2,5,4,4,4,4,2,4,4,4,2,2,4,4,4,3,4,2,4,75,75,0,0,137.5,34.375,0,75,137.5,34.375,54,0,1.21,2.35,1.5,0,43.51,0.71,9.46,53.12000000000001,2.14,168,168,1.3888888888888888
24391,7563,1,1,1,7,2,1,0,2,1,2,2,3,2,0,0,4,17.25,1,1,1,0,0,0,1,28,25-44,secundaria,0,1,54,2,centro,7,0.45454545454545453,Ocupada(o),2,5,2,4,2,3,2,3,3,2,2,2,2,2,2,2,2,2,4,62.5,62.5,0,0,0,0,0,62.5,137.5,34.375,54,0,17.55,6.46,0,0,29.3,1.61,8.4,48.349999999999994,2.33,168,168,1.1574074074074074
