id_persona,id_hogar,es_trabajador,es_familia,dia_semana,dia_fin_semana,parentesco,n_menores6,n_menores12,n_men15,n_menores18,n_menores,n_mayores,n_tiempo,n_trabajadores,n_profesionales,hay_tercera,n_personas,edad_promedio,tiene_hijos,en_pareja,vive_pareja,servicio_domestico,ayuda_cercanos,fuentes_externas,sexo,edad_años,tramo_edad,nivel_escolaridad,estudia,trabaja,horas_trabajo,quintil,macrozona,region,prop_hogar,cae,cise,ciuo_agrupada,t11_1_1,t11_1_2,t11_1_3,t11_1_4,t11_1_5,t11_1_6,t11_1_7,t11_1_8,t12_1_1,t12_1_2,t12_1_3,t12_1_4,t12_1_5,t13_1_1,t13_1_2,t14_1_1,t15_1_1,ing_ocuppal,ing_trab,ing_jub_aps,ing_g,ing_mon,ing_mon_pc,ing_gpp,ing_personal,ingreso_hogar,income_person_week,t_to,t_to_js,t_tcnr_ce,t_tcnr_re,t_tcnr_oac,t_tdnr_psc,t_tdnr_lv,t_tdnr_lrc,t_tdnr_mrm,t_tdnr_admnhog,t_tdnr_comphog,t_tdnr_cmp,t_tvaoh_tv,t_tvaoh_oh,t_cpaf_cp,t_cpag_comer,t_cpag_dormir,t_ed,t_vsyo_csar,t_vsyo_aa,t_mcm,t_tt1,t_total,w
222,66,1,0,5,6,1,0,0,0,0,0,3,1,2,1,0,3,25.666666666666668,0,0,0,0,0,0,0,27,25-44,secundaria,1,1,45,5,norte,5,0.44,Ocupada(o),2,1,5,5,85,4,5,5,5,5,4,5,5,5,5,85,85,3,0,237.5,275,0,0,625,208.33333333333334,0,275,625,208.33333333333334,45,0,0.03,0,0.12,0.53,1.84,0.28,0.15,0,0.65,0.16,0,3.01,1.83,9.97,10.160000000000009,9.19,25.23,5.09,51.81,2.95,168,6.111111111111111
230,68,0,0,1,7,2,0,1,1,0,1,3,2,1,0,0,4,30,1,1,1,0,0,0,1,43,25-44,primaria,0,0,0,3,centro,7,0,Inactiva(o),0,7,3,4,5,4,85,2,2,2,4,85,2,4,85,2,3,1,2,0,0,0,0,0,0,0,0,250,50,0,0,1.33,7.48,8.96,16.55,17.99,14.93,0,0,1.51,0.09,0,0,3.42,8.24,56.650000000000006,0,4.06,0,26.79,0,168,NA
235,70,1,1,3,6,2,1,0,1,0,1,2,2,2,0,0,3,12.333333333333334,1,1,1,0,0,0,1,18,12-24,primaria,0,1,45,2,metropolitana,13,0.4166666666666667,Ocupada(o),2,3,1,2,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,50,50,0,0,0,0,0,50,120,40,45,0,20.25,0,0.91,6.11,5.56,2.79,0,0,0.54,0.08,0,0,3.25,9.95,37.72,0,7.27,0,24.8,3.77,168,1.1111111111111112
241,72,0,0,4,7,2,0,0,0,0,0,3,3,2,0,0,3,53.666666666666664,1,1,1,0,0,0,1,65,45-65,primaria,0,0,0,3,norte,5,0.11080711354309165,Inactiva(o),0,7,5,3,5,85,85,2,2,3,2,85,2,3,85,4,4,2,5,0,0,20.25,0,0,0,0,20.25,182.75,60.916666666666664,0,0,0,0,4.07,28.69,7.05,1.24,0,0,18.85,1.34,0,0,2.36,16.58,51.27,0,17.71,0,18.84,0,168,NA
245,73,0,0,3,7,3,1,0,1,1,2,2,3,2,0,0,4,17.75,0,0,0,0,0,0,0,15,12-24,primaria,1,0,0,2,sur,9,0,Inactiva(o),0,7,4,85,85,2,85,4,2,2,4,85,4,4,85,85,85,2,2,0,0,0,0,0,0,0,0,122.75,26.9375,0,0,0.49,0,0.25,2.95,0.56,0,0.25,0,0.49,0.08,0,0,5.64,8.55,53.03,42.23,9.61,20.92,21.56,1.39,167.99999999999997,NA
249,76,0,0,2,6,1,0,0,0,0,0,4,4,2,2,0,4,60.75,1,1,1,0,0,0,0,71,66+,secundaria,0,0,0,3,norte,5,0.21739130434782608,Inactiva(o),0,7,4,4,3,85,85,4,4,4,1,85,4,2,85,4,4,3,0,0,0,37.5,0,172.5,43.125,0,37.5,172.5,43.125,0,0,0.2,0,0.92,1.8,1.34,0,0.5,0,4.09,6.86,0,0,2.57,17.78,58.89,0,10.66,0,62.39,0,167.99999999999997,NA
250,76,0,0,2,6,2,0,0,0,0,0,4,4,2,2,0,4,60.75,1,1,1,0,0,0,1,76,66+,primaria,0,0,0,3,norte,5,0.11594202898550725,Inactiva(o),0,7,4,4,4,85,85,4,2,4,2,85,4,1,85,3,4,3,0,0,0,20,0,0,0,0,20,172.5,43.125,0,0,0,0,0,6.74,3.73,3.83,0,5.13,0,12.82,0,0,6.68,19.89,56.05,0,2.13,0,51,0,168,NA
254,78,0,0,3,7,1,0,1,1,0,1,3,1,0,0,0,4,42,1,1,1,0,0,0,1,63,45-65,ninguna,0,0,0,3,centro,6,0,Inactiva(o),0,7,2,4,2,85,85,2,2,1,2,85,2,2,85,4,4,2,9,0,0,0,20,208.375,52.09375,0,0,208.375,47.09375,0,0,7.74,0,1.49,17.21,6.78,4.38,0,1.49,7.58,1.63,0.51,0,3.7,9.38,42.77000000000001,0,10.92,0,52.37,0.05,167.99999999999997,NA
258,79,0,0,4,7,1,0,0,0,0,0,2,2,1,1,0,2,45.5,1,0,0,0,0,0,1,64,45-65,universitaria,0,0,0,3,sur,12,0.6666666666666666,Inactiva(o),0,7,5,85,5,85,85,5,5,5,1,85,4,4,85,85,85,3,0,0,0,75,0,112.5,56.25,0,75,112.5,56.25,0,0,0,0,3.11,8.23,6.49,0,0,0,3.25,14,0,0,2.01,11.16,46.66999999999999,0,18.56,4.67,49.85,0,168.00000000000003,NA
260,80,1,0,2,7,1,0,1,1,0,1,1,1,1,0,0,2,23,1,0,0,0,0,0,1,35,25-44,secundaria,0,1,40,2,norte,5,1,Ocupada(o),2,4,4,85,3,2,2,3,4,4,2,4,4,4,5,85,85,3,0,58,58,0,1.625,59.625,29.8125,1.625,59.62,59.625,29.8125,40,0,0.7,1.86,0.77,3.92,3.45,1.06,0,0,0.02,0.33,0,0.26,3.35,4.9,36.53,0,29.31,5.56,34.13,1.85,167.99999999999997,1.45
264,81,1,0,2,7,3,0,0,0,0,0,3,3,2,0,0,3,48,1,0,0,0,0,0,0,27,25-44,secundaria,0,1,72,4,norte,5,0.3939393939393939,Ocupada(o),3,5,2,3,1,2,3,1,2,3,2,5,2,1,2,85,85,1,8,52.5,97.5,0,0,0,0,0,97.5,247.5,82.5,72,0,0,0,0.66,0.42,1.01,0,0,0.21,1.13,0.39,0,0,5.85,7.49,45.45000000000001,0,21.72,2.21,5.87,3.59,168,1.3541666666666667
265,82,0,0,4,7,1,1,1,2,0,2,4,4,3,1,0,6,35.333333333333336,1,0,0,0,0,0,1,82,66+,primaria,0,0,0,3,metropolitana,13,0.08571428571428572,Inactiva(o),0,7,4,85,5,85,85,4,4,4,4,85,4,4,4,85,85,2,8,0,0,30,0,350,58.333333333333336,0,30,350,58.333333333333336,0,0,5.9,5.9,2.1,14.88,1.26,2.47,0,0,2.3,2.94,17.69,0,3,18.63,40.79999999999999,0,20.77,7.29,22.07,0,167.99999999999997,NA
276,85,1,0,1,7,3,0,0,0,0,0,2,1,1,0,0,2,45,0,0,0,0,0,0,0,31,25-44,primaria,0,1,54,4,metropolitana,13,0.6666666666666666,Ocupada(o),2,3,4,85,85,4,3,4,3,3,2,2,4,4,4,85,85,3,0,100,100,0,0,0,0,0,100,150,75,54,0,0,0,2.38,2.52,3.72,0.64,0.34,0.17,1.28,0.03,0,0.52,1.65,4.36,38.30999999999999,2.26,12.85,0.17,42.13,0.67,168,1.8518518518518519
277,86,0,0,4,6,1,0,0,0,0,0,4,4,3,0,0,4,45,1,0,0,0,0,0,1,74,66+,secundaria,0,0,0,5,sur,11,0.07122507122507123,Inactiva(o),0,7,4,85,4,85,85,4,4,4,2,85,4,4,85,85,85,2,4,0,0,31.25,0,438.75,109.6875,0,31.25,438.75,109.6875,0,0,0,0,0.31,10.55,2.58,1.35,0,0,7.2,1.52,0,0,1.97,6.54,55.30999999999999,0,11.13,8.64,59.31,1.59,168.00000000000003,NA
278,86,1,0,4,6,3,0,0,0,0,0,4,4,3,0,0,4,45,1,0,0,0,0,0,1,51,45-65,secundaria,0,1,45,5,sur,11,0.2564102564102564,Ocupada(o),3,3,3,85,4,4,4,3,5,2,4,4,5,5,3,85,85,1,1,112.5,112.5,0,0,0,0,0,112.5,438.75,109.6875,45,0,0,0.31,0.82,5.5,4.05,4.09,0,0,0.08,0.74,16.92,0,3.61,6.2,39.18999999999999,0,10.22,2.04,27.97,1.26,168,2.5
280,86,1,0,4,6,8,0,0,0,0,0,4,4,3,0,0,4,45,1,0,0,0,0,0,0,24,12-24,secundaria,0,1,48,5,sur,11,0.15954415954415954,Ocupada(o),2,3,4,85,2,2,4,4,4,4,4,4,4,4,4,85,85,2,9,70,70,0,0,0,0,0,70,438.75,109.6875,48,0,0.23,0,0.76,1.18,3.07,0.5,0.08,0,0.14,0.04,0,0,2.34,5.98,39.89,2.9,20.32,4.92,35.01,2.64,168.00000000000003,1.4583333333333333
281,87,0,0,1,6,1,0,0,0,0,0,2,2,0,0,0,2,80,1,1,1,0,0,0,0,80,66+,primaria,0,0,0,1,metropolitana,13,1,Inactiva(o),0,7,5,5,5,85,85,4,4,4,5,85,5,5,85,4,85,3,0,0,0,37.25,0,37.25,18.625,0,37.25,37.25,18.625,0,0,0,0,17.69,1.13,0.52,0,0,0,0.17,0,0,0,15.86,10.41,61.78999999999999,0,11.12,0,47.69,1.62,168,NA
282,87,0,0,1,6,2,0,0,0,0,0,2,2,0,0,0,2,80,1,1,1,0,0,0,1,80,66+,primaria,0,0,0,1,metropolitana,13,0,Inactiva(o),0,7,4,4,4,85,85,4,4,4,4,85,4,4,85,4,85,3,0,0,0,0,0,0,0,0,0,37.25,18.625,0,0,0.41,0,14.26,11.61,5.75,8.99,0,0,5.82,0.2,0,0,7.16,11.5,69.52,0,17.97,0,14.81,0,167.99999999999997,NA
290,89,1,0,2,7,8,0,1,1,0,1,3,2,2,2,1,4,44.75,1,0,0,0,0,0,1,23,12-24,universitaria,0,1,40,2,norte,4,0.29411764705882354,Ocupada(o),2,6,4,85,5,4,4,4,4,4,3,4,3,4,4,85,85,2,1,50,50,0,0,0,0,0,50,170,42.5,40,0,1.44,0.48,2.47,3.39,2,6.23,0,0,1.12,0.45,0,0,2.4,6.88,37.15000000000001,0,13.4,0.96,20.77,28.86,168,1.25
292,90,1,1,2,7,1,0,1,1,0,1,2,1,2,1,0,3,24,1,1,1,0,0,0,0,33,25-44,secundaria,0,1,40,4,sur,10,0.9166666666666666,Ocupada(o),2,2,3,3,3,4,4,4,3,3,4,4,4,3,3,3,3,2,1,275,275,0,0,300,100,0,275,300,100,40,0,5.52,0,1.48,0.06,0.98,0.02,0.01,0.15,0.74,0,0,0.03,6.01,10.88,53.42000000000001,0,15.59,0.74,26.13,6.24,168,6.875
303,93,1,0,2,7,3,0,0,0,0,0,2,2,2,0,0,2,50.5,0,0,0,0,0,0,0,36,25-44,secundaria,1,1,54,3,sur,9,0.4076086956521739,Ocupada(o),2,3,2,2,85,2,4,2,2,2,2,2,2,2,2,85,85,2,6,37.5,37.5,0,0,0,0,0,37.5,92,46,54,0,0,0,0.08,0.21,0.12,0,0,0,1.49,0.29,0,0,2.51,4.18,35.65999999999999,32.38,2.5,0.26,30.19,4.13,167.99999999999997,0.6944444444444444
304,94,1,1,4,7,1,0,0,0,0,0,2,2,1,0,0,2,65.5,1,1,1,0,0,0,0,76,66+,primaria,0,1,45,3,norte,3,1,Ocupada(o),2,4,5,4,4,85,4,2,5,4,3,4,5,4,3,3,85,2,9,51.5,51.5,50,0,101.5,50.75,0,101.5,101.5,50.75,45,0,0,0,0,0,0.2,0,0,0,3.36,0,0,0,5.44,12.46,48.82,0,10.11,0,35.89,6.72,168,1.1444444444444444
305,94,0,0,4,7,2,0,0,0,0,0,2,2,1,0,0,2,65.5,1,1,1,0,0,0,1,55,45-65,secundaria,0,0,0,3,norte,3,0,Inactiva(o),0,7,3,2,5,85,2,2,2,3,2,2,3,3,3,2,85,1,2,0,0,0,0,0,0,0,0,101.5,50.75,0,0,0,0,0.7,21.75,13.01,4.59,0,0,9.72,19.81,0,4.54,7.4,9.96,50.05999999999999,0,7.13,0,19.33,0,168,NA
307,95,0,0,2,6,2,3,1,4,0,4,2,1,1,1,0,6,13.166666666666666,1,1,1,0,0,0,1,31,25-44,primaria,0,0,4,1,metropolitana,13,0.11392405063291139,Ocupada(o),1,3,3,2,5,4,85,4,4,4,3,85,1,1,3,4,5,1,3,8.75,11.25,0,0,0,0,0.555379746835443,11.81,103.625,16.550896624472575,4,0,29.59,7.69,0.75,8.96,5.28,2.27,0,0,0.23,0.01,0,0,4.32,14.18,41.98999999999999,0,15.43,0,33.3,0,168,2.8125
314,97,0,0,1,6,1,0,1,1,0,1,4,2,2,1,0,5,33,1,0,0,0,0,0,1,67,66+,ninguna,0,0,0,3,sur,14,0.08902077151335311,Inactiva(o),0,7,5,85,5,85,85,5,5,5,2,85,5,5,85,85,85,2,4,0,0,22.5,4.75,257.5,51.5,0.42284866468842736,22.92,257.5,50.634569732937685,0,0,1.26,0,0.65,11.3,5.62,2.53,0,0,4.34,2.95,0,0,4.19,10.77,98.35,0,8.32,0,17.72,0,168,NA
320,98,0,0,3,7,2,0,0,0,0,0,5,4,2,0,0,5,35.6,1,1,1,0,0,0,1,50,45-65,secundaria,0,0,0,3,norte,1,0,Inactiva(o),0,7,2,4,2,4,4,4,4,4,2,4,4,2,4,2,5,2,9,0,0,0,0,0,0,0,0,262.5,52.5,0,0,0.57,0.28,5.96,17.37,5.91,3.08,0,0,0.35,27.24,0,0,4.54,11.6,27.52,0,28.28,0.57,34.73,0,168,NA
332,102,0,0,4,6,1,0,0,0,0,0,4,4,1,1,0,4,41.25,1,1,1,0,0,0,0,61,45-65,técnica,0,0,0,2,centro,8,0.9836065573770492,Inactiva(o),0,7,5,5,5,4,85,5,5,5,4,85,5,4,85,4,4,3,0,0,0,150,0,152.5,38.125,0,150,152.5,38.125,0,0,0,0,3.1,0.17,0.33,0.11,0,0,0.02,0.44,0,0.05,33.13,10.82,50.78,0.22,48.4,0.22,13.18,7.03,168.00000000000003,NA
335,102,0,0,4,6,3,0,0,0,0,0,4,4,1,1,0,4,41.25,0,0,0,0,0,0,1,20,12-24,secundaria,1,0,0,2,centro,8,0,Inactiva(o),0,7,4,85,85,4,85,4,4,4,4,85,4,4,85,85,85,2,6,0,0,0,0,0,0,0,0,152.5,38.125,0,0,0,0,0.44,0.66,5.77,0.33,0,0,0,0.33,0,3.79,2.72,5.55,52.09,19.62,20.62,0,56.08,0,168,NA
339,104,1,1,4,6,1,0,0,0,1,1,2,2,1,1,0,3,34.666666666666664,1,1,1,0,0,0,1,44,25-44,universitaria,0,1,45,4,centro,8,1,Ocupada(o),3,1,2,1,2,2,4,4,2,2,2,4,2,2,4,2,2,2,5,200,200,0,0,200,66.66666666666667,0,200,200,66.66666666666667,45,0,2.04,1.55,6.02,10.73,5.5,2.77,3.87,0,2.53,2.27,0.39,3.51,3.62,7.26,37.01000000000001,0,20.01,3.47,9.59,0.86,167.99999999999997,4.444444444444445
344,105,0,0,1,6,4,1,0,1,1,2,2,3,2,0,0,4,22,0,0,0,0,0,0,1,15,12-24,primaria,1,0,0,2,sur,9,0,Inactiva(o),0,7,4,85,85,2,85,5,4,5,2,85,4,4,85,85,85,2,9,0,0,0,0,0,0,0,0,150,37.5,0,0,3.15,2.24,0.52,2.2,0.55,0,0,0,0.17,0.52,0,0,4.96,7.73,56.16999999999999,42.56,3.13,2.94,38.17,2.99,168.00000000000003,NA
349,108,1,1,3,6,1,0,0,1,1,1,3,4,1,0,0,4,32.5,1,1,1,0,0,0,0,50,45-65,secundaria,0,1,46,2,norte,2,1,Ocupada(o),2,6,2,4,4,2,4,3,4,4,2,4,4,4,4,4,4,2,1,112.5,112.5,0,0,112.5,28.125,0,112.5,112.5,28.125,46,0,0.01,0,28.38,0,1.71,1.94,2.93,0.85,1.1,0.02,0,0,3.36,4.63,52.24999999999999,0,8.44,0,13.68,2.7,168.00000000000003,2.4456521739130435
352,108,0,0,3,6,3,0,0,1,1,1,3,4,1,0,0,4,32.5,0,0,0,0,0,0,0,14,12-24,ninguna,1,0,0,2,norte,2,0,Menor de 15 años,0,7,4,85,85,4,85,4,3,3,3,4,4,4,85,85,85,2,9,0,0,0,0,0,0,0,0,112.5,28.125,0,0,0,0,22.1,0.33,0.99,0,0,0,0.25,0,0,2.97,4.89,14.9,56.6,30,5.61,0,25.07,4.29,168,NA
354,109,1,0,2,7,3,0,1,1,0,1,2,2,2,0,0,3,20.333333333333332,0,0,0,0,0,0,1,18,12-24,secundaria,0,1,10,1,norte,4,0.3181818181818182,Ocupada(o),2,3,4,85,85,3,4,3,3,3,3,3,4,5,1,85,85,3,0,14,14,0,0,0,0,1.4318181818181817,15.43,48.5,15.143939393939394,10,0,0.5,0,0.06,2.58,2.84,1.25,0,0,0.02,0.39,0,0.44,4.52,8.44,59.05999999999999,15.21,25.28,5.35,29.65,2.41,168,1.4
357,110,1,0,3,7,2,0,0,0,0,0,2,2,2,2,0,2,28,0,1,1,0,0,0,0,28,25-44,universitaria,0,1,45,5,centro,6,0.6,Ocupada(o),3,1,3,4,85,4,5,4,3,2,4,4,3,4,4,4,85,1,1,212.5,262.5,0,0,0,0,0,262.5,437.5,218.75,45,0,0,0,1.44,2.48,0.36,2.1,0,0.05,1.68,3.34,0,0,2.19,5.22,41.31,0,18.9,9.79,32.44,1.7,167.99999999999997,5.833333333333333
361,111,0,0,1,6,8,1,0,2,1,2,3,2,1,0,0,5,26.4,0,0,0,0,0,0,1,12,12-24,ninguna,1,0,0,1,sur,14,0,Menor de 15 años,0,7,4,85,85,2,85,4,4,4,4,85,4,4,85,85,85,2,6,0,0,0,0,0,0,0,0,42.5,6.5,0,0,10.49,6.2,2.09,8.11,0.32,0,0,0,0,6.88,0,0,3.82,8.81,42.64999999999999,28.62,16.7,4.4,27.75,1.16,168,NA
365,112,1,0,2,6,3,1,0,1,0,1,3,3,2,0,0,4,32.75,1,0,0,0,0,0,1,22,12-24,secundaria,1,1,25,4,centro,6,0.10714285714285714,Ocupada(o),3,1,5,85,5,5,5,4,3,4,5,5,3,4,5,85,85,2,6,0,30,0,0,0,0,0.21428571428571427,30.21,282,70.05357142857143,25,0,23.95,0.14,2.2,5.17,2.86,0.87,0.15,0.1,2.43,0.01,0.05,0.07,2.25,8.39,57.12999999999999,5.41,15.3,0.14,14.06,2.32,168,1.2
368,113,0,0,3,7,9,0,0,0,0,0,4,1,0,0,0,4,23.75,0,0,0,0,0,0,0,21,12-24,secundaria,1,0,0,1,norte,5,0,Inactiva(o),0,7,3,85,85,2,85,3,1,1,3,85,3,2,85,85,85,1,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.66,6.82,3.08,0.54,0,0,0.26,0,0,0,2.67,5.11,42.86999999999998,44.61,11.11,12.05,36.38,1.84,168,NA
374,115,1,1,1,7,1,1,0,1,0,1,2,1,1,0,0,3,18.666666666666668,1,1,1,0,0,0,0,26,25-44,secundaria,0,1,40,2,centro,6,1,Ocupada(o),2,5,4,4,2,2,4,4,4,2,2,4,2,2,4,2,4,1,4,87.5,87.5,0,0,87.5,29.166666666666668,0,87.5,87.5,29.166666666666668,40,0,10.25,0,3.25,2.17,3.53,0,0,1.31,0.91,0.01,0,0,3.27,8.45,69.50000000000001,0.91,5.16,3.02,14.9,1.36,168,2.1875
380,117,0,0,4,7,1,0,0,0,0,0,2,1,0,0,0,2,75.5,0,1,1,0,0,0,1,76,66+,primaria,0,0,0,2,metropolitana,13,0.3347107438016529,Inactiva(o),0,7,5,5,85,85,85,4,4,4,4,4,96,4,85,5,85,3,0,0,0,20.25,0,60.5,30.25,0,20.25,60.5,30.25,0,0,4.61,0,13.83,12.56,5.7,0,0,0,5.75,4.82,0,0,3.29,12.72,63.75,0,14.15,0,26.82,0,168,NA
387,120,1,1,5,6,1,1,0,1,0,1,2,2,2,0,0,3,22.666666666666668,1,1,1,0,0,0,1,33,25-44,primaria,0,1,20,4,centro,6,0.3150684931506849,Ocupada(o),2,3,2,4,4,2,4,3,2,2,4,4,2,2,2,4,4,2,1,20,57.5,0,10.5,193,64.33333333333334,3.308219178082192,60.81,193,61.93607305936073,20,0,3.33,4.21,1.63,6.77,12.78,3.73,0,0,0.73,0.03,0,0,3.33,3.58,67.33999999999999,0,31.03,3.11,5.96,0.44,168,2.875
392,121,0,0,4,6,3,2,0,2,0,2,4,3,0,0,0,6,20.166666666666668,1,0,0,0,0,0,1,20,12-24,secundaria,0,0,0,1,norte,4,0,Inactiva(o),0,7,4,85,5,5,85,4,4,4,4,85,4,4,85,85,85,2,9,0,0,0,0,0,0,0,0,23.25,0,0,0,40.86,0,18.84,3.31,2.81,1.23,0,0,2.94,0.33,0,0,18.14,8.17,54.39,0,8,0.98,8,0,168,NA
393,121,0,0,4,6,7,2,0,2,0,2,4,3,0,0,0,6,20.166666666666668,1,1,1,0,0,0,1,20,12-24,secundaria,0,0,0,1,norte,4,0,Inactiva(o),0,7,4,4,4,2,85,4,2,4,4,85,5,4,85,4,4,2,4,0,0,0,0,0,0,0,0,23.25,0,0,0,12.18,0,8.01,2.97,6.49,2.01,0,0,2.98,0.55,0,2.91,4.89,9.86,58.65999999999999,0,38.26,1.34,16.89,0,168,NA
399,123,0,0,4,6,3,1,0,2,1,2,3,3,0,0,0,5,24.6,0,0,0,0,0,0,0,19,12-24,secundaria,1,0,0,1,centro,6,0,Inactiva(o),0,7,4,85,85,2,85,5,3,3,3,85,4,3,85,85,85,2,6,0,0,0,0,0,0,0,0,125,25,0,0,3.1,0.16,2.1,0.86,1.17,0,0,0,0.23,0.19,0,3.48,3.14,5.36,56.20000000000001,20.86,40.64,5.76,14.32,10.43,168,NA
400,123,0,0,4,6,3,1,0,2,1,2,3,3,0,0,0,5,24.6,0,0,0,0,0,0,0,14,12-24,ninguna,1,0,0,1,centro,6,0,Menor de 15 años,0,7,3,85,85,2,85,5,4,3,3,85,4,3,85,85,85,3,0,0,0,0,0,0,0,0,0,125,25,0,0,0.5,0,0.17,0.53,0.22,0,0,0,0,1,0,0,4.36,3.97,54.62999999999999,43.27,8.47,28.12,20.31,2.45,168,NA
402,124,0,0,3,7,1,0,0,0,0,0,1,1,0,0,0,1,86,0,0,0,0,0,0,1,86,66+,ninguna,0,0,0,2,norte,5,1,Inactiva(o),0,7,4,85,85,85,85,3,3,4,4,85,4,4,85,85,85,3,0,0,0,32.5,0,32.5,32.5,0,32.5,32.5,32.5,0,0,0,0,0,9.03,4.1,1.11,0,0,11.81,1.76,0,0,5.12,11.85,52.57999999999999,0,0.55,0,70.09,0,168,NA
407,126,0,0,1,6,2,1,0,1,0,1,2,2,1,0,0,3,21.666666666666668,1,1,1,0,0,0,1,28,25-44,secundaria,1,0,0,5,norte,1,0,Inactiva(o),0,7,2,2,4,4,4,4,2,2,4,4,2,2,2,5,5,1,6,0,0,0,0,0,0,0,0,412.5,120.83333333333333,0,0,6.67,2.17,1.83,7.4,2.55,0.93,0,0,1.76,0.07,0,0,2.95,3.4,47.15,48.62,33.25,0,7.16,2.09,167.99999999999997,NA
409,127,1,1,3,7,1,0,0,0,0,0,2,2,2,0,0,2,51,1,1,1,0,0,0,0,55,45-65,primaria,0,1,45,4,sur,14,0.44954128440366975,Ocupada(o),2,6,4,2,2,85,4,2,4,2,1,4,2,2,3,4,85,3,0,61.25,61.25,0,0,136.25,68.125,0,61.25,136.25,68.125,45,0,0,0,0.65,34.74,5.44,0,2.58,0,2.93,0.66,0.65,0,1.66,5.7,43.92000000000001,0,5.77,0.22,16.42,1.66,168,1.3611111111111112
412,128,0,0,5,7,3,0,2,3,1,3,1,2,1,0,0,4,17,0,0,0,0,0,0,1,13,12-24,ninguna,1,0,0,3,metropolitana,13,0,Menor de 15 años,0,7,4,85,85,4,85,4,4,3,5,85,4,4,85,85,85,2,6,0,0,0,0,0,0,0,0,173.75,43.4375,0,0,0.15,0,11.19,0.25,1.15,0.86,0,0,0.16,0.88,1.03,0,15.76,8.32,50.58,27.56,26.61,3.91,17.95,1.64,168,NA
419,130,0,0,4,7,3,2,1,3,0,3,2,2,0,0,0,5,13.4,1,0,0,0,0,0,1,18,12-24,primaria,1,0,0,1,centro,7,0,Inactiva(o),0,7,4,85,4,4,85,4,4,4,85,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,62.5,11,0,0,11.5,0.31,0.13,1.7,1.54,0.64,0,0,0.26,0.02,0,0,3.1,8.8,51.67,32.55,28.77,1.54,22.58,2.89,168,NA
423,131,1,0,2,6,1,0,0,0,0,0,2,2,2,1,0,2,42.5,0,1,1,0,0,0,0,40,25-44,primaria,0,1,45,5,metropolitana,13,0.6521739130434783,Ocupada(o),2,3,2,2,85,1,2,3,4,3,4,4,2,5,4,4,85,3,0,75,150,0,0,230,115,0,150,230,115,45,0,0,0,0,0.64,2.36,0.11,0,0,1.96,3.52,0,2.22,2.57,6.07,29.30999999999999,0,28.48,4.31,32.83,8.62,167.99999999999997,3.3333333333333335
424,131,1,0,2,6,2,0,0,0,0,0,2,2,2,1,0,2,42.5,0,1,1,0,0,0,1,45,45-65,técnica,0,1,42,5,metropolitana,13,0.34782608695652173,Ocupada(o),2,3,2,3,85,85,4,3,3,3,4,4,3,3,3,4,85,3,0,80,80,0,0,0,0,0,80,230,115,42,0,0,0,1.82,6,2.75,0.82,0,0.01,1.03,0.17,0,0,3.51,7.38,49.08999999999999,0,6.55,0,38.73,8.14,168,1.9047619047619047
433,135,1,1,3,7,1,2,0,2,0,2,2,2,1,2,0,4,18.75,1,1,1,0,0,0,0,35,25-44,universitaria,0,1,54,5,centro,8,0.2156862745098039,Ocupada(o),2,1,2,2,2,1,2,4,1,2,3,3,1,4,1,5,5,3,0,275,275,0,142.5,1417.5,354.375,30.735294117647058,305.74,1417.5,326.43382352941177,54,0,12.41,1.01,4.26,2.07,0.13,0,1.01,0,2.03,0,0,0,2.83,8.62,38.69,0,14.92,0.27,24.23,1.52,168,5.092592592592593
441,137,1,1,4,7,2,1,0,1,0,1,3,2,2,1,0,4,24.5,1,1,1,0,0,0,0,36,25-44,secundaria,0,1,48,4,metropolitana,13,0.4907407407407407,Ocupada(o),3,6,2,3,1,1,1,1,1,4,1,2,96,3,2,3,2,1,4,132.5,132.5,0,0,0,0,0.1962962962962963,132.7,270.4,67.54907407407407,48,0,3.86,3.03,3.67,3.14,1.42,0.02,10.75,0.02,8.05,0.26,0,0.31,2.01,4.32,33.84999999999999,0,22.54,4.42,17.54,0.79,167.99999999999997,2.7604166666666665
453,140,0,0,1,7,3,2,1,3,0,3,4,3,2,0,0,7,24.285714285714285,0,0,0,0,0,0,0,18,12-24,primaria,1,0,0,2,norte,1,0,Inactiva(o),0,7,4,85,85,2,4,3,2,4,4,2,1,2,2,85,85,2,9,0,0,0,0,0,0,0,0,267.5,34.642857142857146,0,0,23.72,0.2,2.45,4.55,2.52,2.43,0.5,0,0,1.22,0,0,7.82,4.34,52.39000000000001,7.8,18.64,24.45,14.58,0.39,168,NA
457,141,0,0,3,6,1,0,0,0,0,0,1,1,0,0,0,1,25,0,0,0,0,0,0,1,25,25-44,secundaria,1,0,0,2,sur,10,0,Desocupada(o),0,7,4,4,85,2,85,3,4,4,4,85,3,4,85,85,85,2,6,0,0,0,32.5,32.5,32.5,0,0,32.5,0,0,0,0,0,0,0.8,0.44,0.17,0.93,0,2.94,0,0,1.01,4.97,10.82,53.63000000000001,25.97,28.94,3.25,33.84,0.29,168,NA
