id_persona,id_hogar,es_trabajador,es_familia,dia_semana,dia_fin_semana,parentesco,n_menores6,n_menores12,n_men15,n_menores18,n_menores,n_mayores,n_tiempo,n_trabajadores,n_profesionales,hay_tercera,n_personas,edad_promedio,tiene_hijos,en_pareja,vive_pareja,servicio_domestico,ayuda_cercanos,fuentes_externas,sexo,edad_años,tramo_edad,nivel_escolaridad,estudia,trabaja,horas_trabajo,quintil,macrozona,region,prop_hogar,cae,cise,ciuo_agrupada,t11_1_1,t11_1_2,t11_1_3,t11_1_4,t11_1_5,t11_1_6,t11_1_7,t11_1_8,t12_1_1,t12_1_2,t12_1_3,t12_1_4,t12_1_5,t13_1_1,t13_1_2,t14_1_1,t15_1_1,ing_ocuppal,ing_trab,ing_jub_aps,ing_g,ing_mon,ing_mon_pc,ing_gpp,ing_personal,ingreso_hogar,income_person_week,t_to,t_to_js,t_tcnr_ce,t_tcnr_re,t_tcnr_oac,t_tdnr_psc,t_tdnr_lv,t_tdnr_lrc,t_tdnr_mrm,t_tdnr_admnhog,t_tdnr_comphog,t_tdnr_cmp,t_tvaoh_tv,t_tvaoh_oh,t_cpaf_cp,t_cpag_comer,t_cpag_dormir,t_ed,t_vsyo_csar,t_vsyo_aa,t_mcm,t_tt1,t_total,w
20056,6217,0,0,2,6,2,0,1,1,1,2,3,3,2,2,0,5,30,1,1,1,0,0,0,1,47,45-65,técnica,0,0,0,3,centro,6,0,Inactiva(o),0,7,3,4,4,85,85,2,4,4,2,85,4,5,5,5,5,2,4,0,0,0,0,0,0,0,0,225.375,45,0,0,2,1,1.56,20.82,6.55,0.23,0,0.35,1.72,2.47,0,2.23,1.8,12.98,71.89999999999999,0,9.37,0,33.02,0,168,NA
20060,6218,1,0,1,7,1,0,0,0,1,1,1,2,1,0,0,2,39.5,1,0,0,0,0,0,0,63,45-65,ninguna,0,1,30,1,sur,10,1,Ocupada(o),2,4,4,85,4,85,4,4,4,4,2,4,4,4,4,85,85,2,4,12.5,12.5,0,0,12.5,6.25,0,12.5,12.5,6.25,30,0,0.69,0.17,1.41,6.04,8.21,1.52,0.15,0,0,0.06,0,0,8.16,13.82,72.09,0,4.01,0.51,13.73,7.43,168,0.4166666666666667
20063,6219,1,0,5,7,5,0,0,0,0,0,2,2,2,2,0,2,48.5,1,0,0,0,0,0,1,64,45-65,técnica,0,1,45,5,metropolitana,13,0.5,Ocupada(o),2,3,4,85,5,85,4,4,4,4,4,4,4,4,4,85,85,2,1,200,200,0,0,0,0,0,200,400,200,45,0,0,0,0.09,5.86,2.91,13.17,0,3.77,2.9,1.1,0,0,2.42,14.06,38,0,7.26,0,28.53,2.93,168,4.444444444444445
20065,6220,0,0,1,7,2,0,0,0,0,0,3,3,1,0,0,3,54,1,1,1,0,0,0,1,61,45-65,ninguna,0,0,0,2,sur,9,0,Inactiva(o),0,7,4,4,4,85,85,4,4,4,1,85,4,4,85,4,4,3,0,0,0,0,0,0,0,0,0,106.25,35.416666666666664,0,0,0,0,0.05,23.5,10.55,2.18,0,0,0.97,10.63,0,0,8.95,17.49,51.66000000000001,0,6.07,0,35.95,0,168.00000000000003,NA
20067,6221,0,0,1,7,1,1,1,3,1,3,3,4,1,0,0,6,20.333333333333332,1,0,0,0,0,0,1,54,45-65,ninguna,0,0,0,1,sur,9,0,Inactiva(o),0,7,4,85,4,3,85,4,4,4,4,85,4,4,85,85,85,2,4,0,0,0,0,31.75,5.291666666666667,0,0,31.75,5.291666666666667,0,0,8.23,0.52,4.43,14.22,22.98,8.15,2.42,0,0.13,9.81,0,0,3.01,8.39,64.32,0,19.86,0,1.53,0,168.00000000000003,NA
20068,6221,1,0,1,7,3,1,1,3,1,3,3,4,1,0,0,6,20.333333333333332,0,0,0,0,0,0,0,23,12-24,secundaria,1,1,45,1,sur,9,1,Ocupada(o),2,3,2,85,85,2,4,4,4,2,2,4,2,3,2,85,85,2,6,31.75,31.75,0,0,0,0,0,31.75,31.75,5.291666666666667,45,0,5.13,0,2.32,2.04,3.41,1.16,2.87,0.41,0,2.05,0,0,2.65,5.99,57.29,12.24,14.74,0.82,4.44,5.44,168,0.7055555555555556
20073,6222,1,1,1,6,1,0,0,0,0,0,4,4,3,3,0,4,43,1,1,1,0,0,0,0,54,45-65,secundaria,0,1,48,5,sur,14,0.32362459546925565,Ocupada(o),1,6,4,3,3,2,4,4,3,3,3,4,3,3,4,4,4,2,1,250,250,0,0,772.5,193.125,0,250,772.5,193.125,48,0,0,0,0.41,2.72,1.81,0,0,1.94,0.82,0,0,0,2.63,9.44,43.12,0,9.39,0,43.88,3.84,168,5.208333333333333
20075,6222,1,0,1,6,3,0,0,0,0,0,4,4,3,3,0,4,43,0,0,0,0,0,0,0,29,25-44,universitaria,0,1,45,5,sur,14,0.45307443365695793,Ocupada(o),2,1,5,85,85,3,5,5,4,5,5,5,5,4,4,85,85,2,1,300,350,0,0,0,0,0,350,772.5,193.125,45,0,0,0,0.1,0.87,0.29,0.01,0.83,0,0.57,0.37,0,2.47,1.76,7.81,49.12999999999999,0,26.53,1.46,29.1,1.7,168,7.777777777777778
20078,6223,1,1,4,7,2,0,0,0,0,0,3,3,1,0,0,3,39,1,1,1,0,0,0,1,45,45-65,secundaria,0,1,60,4,sur,9,0.3170731707317073,Ocupada(o),2,3,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,3,0,65,65,0,0,0,0,0,65,205,68.33333333333333,60,0,0,0,1.01,6.73,4.44,4.53,0,0.47,1.13,0.72,0.09,0,2.1,6.16,32.33999999999999,0,13.55,0.09,31.96,2.68,167.99999999999997,1.0833333333333333
20083,6224,0,0,5,6,3,1,0,2,2,3,3,5,1,2,0,6,24.333333333333332,0,0,0,0,0,0,1,15,12-24,primaria,1,0,0,1,sur,10,0,Inactiva(o),0,7,4,85,85,3,85,4,5,5,4,85,4,5,85,85,85,2,6,0,0,0,0,0,0,0,0,137.5,22.916666666666668,0,0,2.38,1.15,5.24,1.91,2.97,1.7,0,0,1.53,0,0,0,3.82,9.64,49.26,24.01,32.12,2.81,27.16,2.3,168.00000000000003,NA
20084,6224,0,0,5,6,3,1,0,2,2,3,3,5,1,2,0,6,24.333333333333332,0,0,0,0,0,0,0,13,12-24,ninguna,1,0,0,1,sur,10,0,Menor de 15 años,0,7,3,85,85,2,85,3,4,4,4,85,2,3,85,85,85,2,6,0,0,0,0,0,0,0,0,137.5,22.916666666666668,0,0,4.35,1.17,0.65,2.93,0.55,0,1.58,0,0.12,0.48,0,0.18,2.08,8.41,69.71,24.42,8.91,12.51,27.61,2.34,168,NA
20088,6226,1,1,1,7,1,0,0,0,0,0,3,2,2,1,0,3,43.666666666666664,1,1,1,0,0,0,0,53,45-65,ninguna,0,1,45,4,centro,8,0.5555555555555556,Ocupada(o),2,5,4,3,4,4,5,3,2,2,4,4,2,2,2,4,4,2,1,125,125,0,0,225,75,0,125,225,75,45,0,0,0,0.01,3.67,0.2,0,0,0,0.14,0.08,0,0,2.61,14.51,43.15,0,16.72,0.21,37.89,3.81,168,2.7777777777777777
20091,6227,1,1,3,7,1,1,0,1,0,1,3,1,1,1,0,4,16.5,1,1,1,0,0,0,0,23,12-24,secundaria,0,1,66,4,centro,6,0.4916420845624385,Ocupada(o),2,6,1,1,1,1,1,1,1,1,2,2,1,3,1,4,4,2,1,125,125,0,0,254.25,63.5625,0,125,254.25,63.5625,66,0,2.97,0,2.74,3.54,2.6,0.02,0,0,2.29,0.59,0,0,1.06,4.51,39.75,0,19.71,1.16,19.06,2,168.00000000000003,1.893939393939394
20095,6228,1,0,1,7,1,1,0,2,2,3,2,4,1,0,0,5,21.8,1,0,0,0,0,0,1,33,25-44,secundaria,0,1,42,1,metropolitana,13,1,Ocupada(o),2,3,4,85,1,85,3,4,4,4,2,4,4,4,4,85,85,2,4,85,85,0,25.125,110.125,22.025,25.125,110.12,110.125,22.025,42,0,4.82,1.57,10.92,1.11,1.69,1.3,0,0,0.7,0.14,0,0,4.7,12.26,45.959999999999994,0,6.96,0.83,28.39,4.65,168,2.0238095238095237
20110,6231,1,1,3,7,2,0,0,0,0,0,4,3,2,1,0,4,35.25,1,1,1,0,0,0,1,45,45-65,secundaria,0,1,21,4,metropolitana,13,0.05172413793103448,Ocupada(o),1,5,3,3,5,2,4,2,5,4,4,2,4,4,4,2,4,3,0,15,15,0,0,0,0,0,15,290,72.5,21,0,1.05,0,14.26,7.76,0.84,4.65,0,6.83,0.93,0.2,0,0,3.32,7.13,45.64000000000001,0,14.2,1.03,34.44,4.72,168.00000000000003,0.7142857142857143
20111,6231,1,0,3,7,3,0,0,0,0,0,4,3,2,1,0,4,35.25,1,0,0,0,0,0,0,26,25-44,técnica,0,1,45,4,metropolitana,13,0.43103448275862066,Ocupada(o),2,3,4,85,3,4,3,2,4,4,3,4,3,3,3,85,85,2,1,125,125,0,0,0,0,0,125,290,72.5,45,0,0,0,0.24,0.22,0,0,0,0,2.71,0,0,8.84,1.76,5.7,42.28,0,16.33,5.09,30.16,9.67,167.99999999999997,2.7777777777777777
20112,6231,0,0,3,7,3,0,0,0,0,0,4,3,2,1,0,4,35.25,0,0,0,0,0,0,1,22,12-24,secundaria,1,0,0,4,metropolitana,13,0,Desocupada(o),0,7,4,3,85,3,85,2,3,5,4,85,4,2,85,85,85,3,0,0,0,0,0,0,0,0,0,290,72.5,0,0,0.01,0,0.86,0.18,0,0,0,0,0,0.09,0,2.57,7.58,6.37,62.95,20.52,41.4,1.96,12.39,11.12,168,NA
20113,6232,0,0,2,7,1,0,0,0,0,0,2,2,1,0,0,2,68,1,1,1,0,0,0,0,67,66+,primaria,0,0,5,3,metropolitana,13,0.4943181818181818,Ocupada(o),1,5,4,2,1,85,4,4,4,4,4,4,2,4,4,2,85,2,9,4.5,4.5,39,0,88,44,0,43.5,88,44,5,0,0,0,0.11,0.04,0.21,0.04,0,0,0.65,1.37,0,0,5.19,12.52,93.97,0,16.71,1.54,30.65,0,168,0.9
20114,6232,1,1,2,7,2,0,0,0,0,0,2,2,1,0,0,2,68,1,1,1,0,0,0,1,69,66+,primaria,0,1,16,3,metropolitana,13,0.5056818181818182,Ocupada(o),1,3,4,4,2,85,4,4,4,4,4,4,4,4,4,2,85,3,0,20,20,24.5,0,0,0,0,44.5,88,44,16,0,0,0,0.14,26.46,12.87,0.59,0,0.06,0.94,1.68,0,0,4.58,6.14,57.68000000000001,0,4.01,0,34.25,2.6,168,1.25
20122,6237,1,0,5,7,1,0,0,0,1,1,2,1,1,2,0,3,31.333333333333332,1,0,0,0,0,0,1,54,45-65,universitaria,0,1,40,4,centro,6,0.3825136612021858,Ocupada(o),3,1,3,85,3,85,3,4,3,4,3,4,2,3,3,85,85,1,4,87.5,87.5,0,0,228.75,76.25,0,87.5,228.75,76.25,40,0,0,0,2.8,11.09,13.74,4.23,0.18,0,0.7,7.82,0,0.3,8.3,7.21,42.34000000000001,0,4.87,0.14,21.79,2.49,168,2.1875
20125,6238,0,0,3,7,1,0,0,0,0,0,2,2,0,0,0,2,74,1,0,0,0,0,0,1,81,66+,ninguna,0,0,0,3,metropolitana,13,0.5208333333333334,Inactiva(o),0,7,4,85,4,85,85,4,4,4,4,85,4,4,85,85,85,2,9,0,0,62.5,0,120,60,0,62.5,120,60,0,0,0,0,2.07,18.15,2.54,1.08,0,0.82,0,1.51,14.74,0,9.96,15.54,64.51,0,6.21,1.08,28.15,1.64,168,NA
20126,6238,0,0,3,7,9,0,0,0,0,0,2,2,0,0,0,2,74,1,0,0,0,0,0,0,67,66+,primaria,0,0,6,3,metropolitana,13,0.4791666666666667,Ocupada(o),4,4,4,85,4,85,4,4,4,4,2,4,4,4,4,85,85,3,0,12.5,12.5,45,0,0,0,0,57.5,120,60,6,0,0.01,0,6.25,1.26,2.6,0.76,0,0,0.63,11.7,0,0,2.6,9.62,57.45,0,10.85,3.49,54.78,0,168.00000000000003,2.0833333333333335
20129,6240,1,0,5,6,1,0,0,0,0,0,3,2,3,0,0,3,39.333333333333336,1,0,0,0,0,0,0,63,45-65,ninguna,0,1,12,4,sur,10,0.2631578947368421,Ocupada(o),1,4,4,85,4,85,4,4,4,4,4,4,4,4,4,85,85,3,0,50,50,0,0,190,63.333333333333336,0,50,190,63.333333333333336,12,0,0,0,0.34,17.87,5.57,0,0,0,0.32,1.04,0,0,6.58,13.26,54.63,0,2.47,0,41.74,12.18,168,4.166666666666667
20131,6240,1,0,5,6,8,0,0,0,0,0,3,2,3,0,0,3,39.333333333333336,0,0,0,0,0,0,1,19,12-24,primaria,0,1,48,4,sur,10,0.5,Ocupada(o),2,5,4,4,85,85,4,4,4,4,4,4,4,4,2,85,85,2,1,95,95,0,0,0,0,0,95,190,63.333333333333336,48,0,0,0,0.63,4.05,2.15,0.62,0,0,1.43,0,0,0,4.13,9.78,58.06000000000001,0,13.96,0,22.05,3.14,168,1.9791666666666667
20133,6241,1,0,2,6,3,0,0,0,0,0,2,1,2,2,0,2,46,0,0,0,0,0,0,0,34,25-44,universitaria,0,1,40,5,sur,9,0.2564102564102564,Ocupada(o),2,1,5,85,85,5,4,4,4,3,3,5,4,3,3,85,85,3,0,250,250,0,0,0,0,38.46153846153846,288.46,1125,506.7307692307692,40,0,0,0,2.86,6.59,0.61,0.09,0.36,0,2.29,0.15,0,0,2.31,11.89,43.08,0,13.85,3.76,40.07,0.09,168,6.25
20134,6242,0,0,5,6,1,0,0,0,0,0,3,3,0,0,0,3,71.33333333333333,1,1,1,0,0,0,0,85,66+,ninguna,0,0,0,1,centro,8,0.3617021276595745,Inactiva(o),0,7,4,4,4,85,85,4,4,4,4,85,4,4,85,4,4,2,9,0,0,21.25,0,58.75,19.583333333333332,0,21.25,58.75,19.583333333333332,0,0,0,0,19.57,0.68,1.51,0.34,0.68,0,0.08,4.43,0,0,8.34,22.27,76.84,0,2.61,1.54,29.11,0,168,NA
20135,6242,0,0,5,6,2,0,0,0,0,0,3,3,0,0,0,3,71.33333333333333,1,1,1,0,0,0,1,84,66+,ninguna,0,0,0,1,centro,8,0.6382978723404256,Inactiva(o),0,7,4,4,4,85,85,4,4,4,4,85,4,4,85,5,5,3,0,0,0,37.5,0,0,0,0,37.5,58.75,19.583333333333332,0,0,0.08,0,1.16,10.67,2.35,0.12,0,0,0,2.93,0,0,3.35,16.47,83.86000000000001,0,28.45,0.18,18.38,0,168.00000000000003,NA
20136,6242,0,0,5,6,3,0,0,0,0,0,3,3,0,0,1,3,71.33333333333333,1,0,0,0,0,0,1,45,45-65,ninguna,0,0,0,1,centro,8,0,Inactiva(o),0,7,4,85,2,4,85,4,4,4,3,85,4,4,85,85,85,2,3,0,0,0,0,0,0,0,0,58.75,19.583333333333332,0,0,0,0,9.02,18.42,8.69,0.96,0,0,2.01,4.1,0,0,2.9,19.57,72.79,0,12.59,0.03,16.92,0,168,NA
20138,6243,0,0,4,6,2,0,0,0,0,0,3,2,2,0,0,3,53,1,1,1,0,0,0,1,65,45-65,secundaria,0,0,0,3,norte,4,0,Inactiva(o),0,7,4,5,5,85,85,3,5,4,4,85,4,4,85,4,4,2,2,0,0,0,0,0,0,0,0,144.75,48.25,0,0,1.1,0,3.57,12.58,7.01,7.38,0,6.71,6.68,7.17,0,0,3.88,8.8,61.52000000000001,0,14.53,0,27.07,0,168,NA
20140,6244,0,0,3,6,1,0,0,0,0,0,3,3,0,0,0,3,49.333333333333336,1,1,1,0,0,0,0,67,66+,primaria,0,0,0,1,metropolitana,13,1,Inactiva(o),0,7,4,4,4,85,85,2,4,4,2,85,4,4,2,4,4,1,5,0,0,20,0,20,6.666666666666667,0,20,20,6.666666666666667,0,0,0,0,29.88,1.22,2.65,0,2.05,0,3.19,0,0,0,5.08,15.58,55.64999999999999,0,4.48,4.11,44.11,0,168.00000000000003,NA
20141,6244,0,0,3,6,2,0,0,0,0,0,3,3,0,0,0,3,49.333333333333336,1,1,1,0,0,0,1,61,45-65,primaria,0,0,0,1,metropolitana,13,0,Inactiva(o),0,7,4,4,4,85,85,2,4,4,2,85,4,1,85,4,4,1,9,0,0,0,0,0,0,0,0,20,6.666666666666667,0,0,0.32,0,32.04,22.53,5.82,1.4,0,0,0.06,4.2,0,0,4.67,8.21,39.650000000000006,0,6.98,2.88,39.24,0,167.99999999999997,NA
20142,6244,0,0,3,6,8,0,0,0,0,0,3,3,0,0,1,3,49.333333333333336,0,0,0,0,0,0,1,20,12-24,secundaria,1,0,0,1,metropolitana,13,0,Inactiva(o),0,7,2,85,85,2,85,2,2,4,2,85,2,2,85,85,85,1,6,0,0,0,0,0,0,0,0,20,6.666666666666667,0,0,0,0,12.11,2.01,2.15,0.02,0,0,10.94,0.21,2.66,0,5.3,6.11,30.109999999999992,25.43,19.52,0.82,45.14,5.47,168,NA
20150,6247,1,1,1,7,2,1,1,2,1,3,2,3,3,0,0,5,21.2,1,1,1,0,0,0,1,38,25-44,secundaria,0,1,30,3,norte,5,0.2696629213483146,Ocupada(o),2,3,1,2,1,96,96,1,1,1,2,3,2,2,2,4,4,1,5,60,60,0,0,0,0,0.33707865168539325,60.34,223.75,44.567415730337075,30,0,30.39,7.6,5.58,16.7,4.21,0.72,0,4.88,0.7,0,0,0,1.02,5.56,34.86000000000001,0,7.65,0,11.82,6.31,168,2
20151,6247,1,0,1,7,4,1,1,2,1,3,2,3,3,0,0,5,21.2,0,0,0,0,0,0,0,16,12-24,primaria,1,1,27,3,norte,5,0.10112359550561797,Ocupada(o),2,3,5,85,85,2,3,1,5,5,5,5,5,5,4,85,85,3,0,22.5,22.5,0,0,0,0,0.12640449438202248,22.63,223.75,44.52528089887641,27,0,1.06,1.04,0.11,2.11,0.36,1.01,0,0,1.01,0.05,0,0,3,6.19,38.859999999999985,28.51,11.33,17.29,26.07,3,168,0.8333333333333334
20164,6249,1,0,2,7,3,0,0,0,0,0,2,2,2,1,0,2,42,0,0,0,0,0,0,0,22,12-24,universitaria,0,1,45,4,norte,5,0.4444444444444444,Ocupada(o),2,5,2,2,85,3,3,2,1,1,1,3,2,4,2,85,85,3,0,70,70,0,0,0,0,0,70,157.5,78.75,45,0,0.02,0,0.78,7.14,0.94,0.12,0.26,0.48,2.5,0.54,3.5,6.98,3.03,8.51,30.53000000000001,0,11,0.75,41.33,4.59,168.00000000000003,1.5555555555555556
20165,6250,1,1,3,7,1,0,0,0,0,0,5,3,3,2,0,5,46.6,1,1,1,0,0,0,0,56,45-65,universitaria,0,1,45,5,metropolitana,13,0.30090270812437314,Ocupada(o),2,1,3,4,5,4,4,3,3,3,4,4,3,4,4,3,4,3,0,375,375,0,0,1246.25,249.25,0,375,1246.25,249.25,45,0,0,0,4.23,1.66,1.79,0,1.93,1.04,2.56,1.45,0,0,3.27,8.31,45.30000000000001,0,22.69,0.29,16.23,12.25,168,8.333333333333334
20168,6250,0,0,3,7,3,0,0,0,0,0,5,3,3,2,0,5,46.6,0,0,0,0,0,0,1,26,25-44,secundaria,1,0,0,5,metropolitana,13,0,Inactiva(o),0,7,2,85,85,2,85,4,1,2,2,85,3,3,85,85,85,2,6,0,0,0,0,0,0,0,0,1246.25,249.25,0,0,0,0,5.79,1.76,1.39,0,0,0,0.58,2.28,0,0,8.4,11.17,39.16999999999999,15.31,26.15,0.08,42.14,13.78,168,NA
20173,6251,0,0,1,7,3,0,0,0,1,1,5,5,1,1,0,6,31,0,0,0,0,0,0,0,24,12-24,secundaria,1,0,0,2,norte,5,0,Inactiva(o),0,7,3,3,85,2,85,2,2,3,2,85,2,4,85,85,85,2,6,0,0,0,0,0,0,0,0,175,29.166666666666668,0,0,0.64,0.47,1.48,1.31,1.65,0.35,0.09,0,1.29,0.43,2.57,0.63,2.13,10.9,45.66000000000001,43.66,23.46,1.89,28.54,0.85,168,NA
20175,6251,0,0,1,7,3,0,0,0,1,1,5,5,1,1,0,6,31,0,0,0,0,0,0,0,15,12-24,primaria,1,0,0,2,norte,5,0,Inactiva(o),0,7,3,85,85,3,85,4,5,2,4,85,2,4,85,85,85,2,6,0,0,0,0,0,0,0,0,175,29.166666666666668,0,0,1.17,0,0.81,2.42,0.72,0.18,0,0,0.18,0.18,0,0,2.65,7.95,52.79999999999999,39.35,12.28,8.49,34.44,4.38,168.00000000000003,NA
20179,6253,0,0,4,7,2,0,1,1,0,1,3,3,2,0,0,4,34.25,1,1,1,0,0,0,1,49,45-65,secundaria,0,0,0,2,norte,5,0,Inactiva(o),0,7,1,3,5,4,85,4,2,3,4,85,3,3,2,3,4,2,2,0,0,0,0,0,0,0,0,130,32.5,0,0,7.94,5.65,3.62,20.59,6.63,4.49,0,5.21,0,1.04,0,0.19,2.98,20.63,50.39000000000001,0,28.85,0,9.79,0,168,NA
20180,6253,1,0,4,7,3,0,1,1,0,1,3,3,2,0,0,4,34.25,0,0,0,0,0,0,1,26,25-44,secundaria,1,1,8,2,norte,5,0.038461538461538464,Ocupada(o),2,1,4,85,85,4,4,2,3,3,3,5,4,4,5,85,85,2,6,5,5,0,0,0,0,0,5,130,32.5,8,0,6.44,6.58,6.69,0.54,3.09,0,0,0.02,0.05,0.01,0,1,5.2,12.31,60.97999999999998,8.2,11.33,3.03,32.34,2.19,168,0.625
20183,6254,1,0,2,7,3,0,0,0,0,0,2,2,1,1,0,2,66,1,0,0,0,0,0,0,46,45-65,secundaria,0,1,50,4,norte,5,0.8823529411764706,Ocupada(o),1,2,3,85,2,2,2,2,4,2,4,5,2,4,4,85,85,2,9,150,150,0,0,0,0,0,150,170,85,50,0,0,0,1.23,0.88,1,0.41,0,0,0.89,0.31,0,0,1.93,7.91,52.91999999999999,0,11.82,11.65,21.72,5.33,168,3
20186,6255,0,0,1,6,3,0,0,0,0,0,4,3,2,2,0,4,36,0,0,0,0,0,0,0,27,25-44,secundaria,0,0,0,4,metropolitana,13,0,Desocupada(o),0,7,5,85,85,5,85,5,5,5,3,85,5,5,85,85,85,2,6,0,0,0,0,0,0,0,0,350,81.25,0,0,0,4.07,0.02,2.53,1.6,0.07,0,0,0.14,1.05,0,0,1.72,6.01,61.94999999999998,0,22.17,9.58,57.09,0,168,NA
20191,6258,1,0,4,7,9,0,0,0,0,0,2,2,1,0,0,2,64,0,0,0,0,0,0,0,58,45-65,ninguna,0,1,40,3,centro,6,0.725,Ocupada(o),2,3,4,85,85,85,3,3,4,4,4,4,4,4,4,85,85,2,2,60,60,12.5,0,0,0,0,72.5,100,50,40,0,0,0,0.92,7.59,8.66,0.06,0,0,0.98,0.26,0,0,4.25,11.79,56.56999999999999,0,13.58,2.77,15.13,5.44,168,1.5
20204,6261,1,0,5,6,12,0,0,0,1,1,4,5,1,1,0,5,36.4,0,0,0,0,0,0,1,63,45-65,primaria,0,1,44,1,norte,5,1,Ocupada(o),2,3,4,85,85,85,4,2,4,1,4,2,2,4,2,85,85,1,1,120,120,0,0,0,0,0,120,120,24,44,0,0.34,0,0.29,2.55,1.69,1.5,0,0,11.12,1.58,0,0,7.01,4.03,45.25,0,18.72,0,26.19,3.73,168,2.727272727272727
20205,6262,0,0,2,7,1,0,0,0,0,0,2,2,0,0,0,2,80.5,1,1,1,0,0,0,0,78,66+,ninguna,0,0,0,3,metropolitana,13,0.5316455696202531,Inactiva(o),0,7,4,4,4,85,85,4,4,4,4,85,4,4,85,4,4,3,0,0,0,52.5,0,98.75,49.375,0,52.5,98.75,49.375,0,0,0,0,4,6.73,6.22,0,0,7.93,4.22,2.98,0,0,6.96,15.16,57.599999999999994,0,11.75,0,44.45,0,168,NA
20206,6262,0,0,2,7,2,0,0,0,0,0,2,2,0,0,0,2,80.5,1,1,1,0,0,0,1,83,66+,ninguna,0,0,0,3,metropolitana,13,0.46835443037974683,Inactiva(o),0,7,4,4,4,85,85,4,4,4,4,85,4,4,85,4,4,3,0,0,0,46.25,0,0,0,0,46.25,98.75,49.375,0,0,0,0,5.72,18.64,5.22,2.39,0,0,3.71,4.21,0,0,4.72,17.01,67.21,0,16.1,0.95,22.12,0,168,NA
20207,6263,0,0,1,6,1,0,1,1,0,1,3,3,1,0,0,4,32.25,1,1,1,0,0,0,0,53,45-65,primaria,0,0,0,3,metropolitana,13,0.38461538461538464,Inactiva(o),0,7,1,5,5,85,85,2,1,1,4,85,5,5,85,4,5,1,9,0,0,75,0,195,48.75,0,75,195,48.75,0,0,0.24,1.52,7.24,0.43,1.06,0.03,0,1,1.3,0.7,0,0.31,14.36,9.31,65.72999999999999,0,11.3,0.55,44.9,8.02,168.00000000000003,NA
20208,6263,0,0,1,6,2,0,1,1,0,1,3,3,1,0,0,4,32.25,1,1,1,0,0,0,1,46,45-65,primaria,0,0,0,3,metropolitana,13,0,Inactiva(o),0,7,5,5,5,85,85,1,1,2,3,85,2,2,85,4,5,3,0,0,0,0,0,0,0,0,0,195,48.75,0,0,1.76,9.83,7.29,14.53,13.5,0,0,0,0,1.73,0,0,8.32,10.91,47.74000000000001,0,10.04,0,42.35,0,168,NA
20209,6263,1,0,1,6,3,0,1,1,0,1,3,3,1,0,0,4,32.25,0,0,0,0,0,0,0,21,12-24,secundaria,1,1,45,3,metropolitana,13,0.6153846153846154,Ocupada(o),2,2,4,2,85,3,4,2,3,2,3,4,2,4,3,85,85,2,1,120,120,0,0,0,0,0,120,195,48.75,45,0,2.48,0.5,9.27,0.01,0.39,0,0.08,0,0.31,0.08,0,0.16,1.45,7.19,32.01,14.59,5.89,1.46,34.69,12.44,168,2.6666666666666665
20211,6264,1,1,4,7,1,0,0,0,0,0,4,2,1,1,0,4,41,1,1,1,0,0,0,0,60,45-65,secundaria,0,1,30,2,centro,8,0.6787330316742082,Ocupada(o),2,2,3,5,4,85,2,2,2,5,1,2,4,3,4,4,5,2,9,75,75,0,0,110.5,27.625,0,75,110.5,27.625,30,0,0,0,3.09,0.19,0.41,1.67,0.04,0,1.29,2.15,0,0.06,2.34,23.81,50.51,0,13.46,0.02,31.82,7.14,168,2.5
20212,6264,0,0,4,7,2,0,0,0,0,0,4,2,1,1,0,4,41,1,1,1,0,0,0,1,53,45-65,secundaria,0,0,6,2,centro,8,0.027149321266968326,Ocupada(o),1,5,5,5,5,85,4,5,5,5,4,4,5,4,5,5,5,3,0,3,3,0,0,0,0,0,3,110.5,27.625,6,0,0,0,3.11,25.51,13.04,2.59,0,0,0.87,1.64,0,0,6.56,8.8,55,0,22.01,0.34,22.53,0,167.99999999999997,0.5
20215,6265,1,0,4,6,1,0,0,0,0,0,2,2,1,1,0,2,34,1,0,0,0,0,0,1,45,45-65,universitaria,0,1,50,5,norte,5,1,Ocupada(o),2,2,3,85,2,4,4,3,4,4,2,4,2,4,4,85,85,2,1,250,250,0,0,250,125,0,250,250,125,50,0,0,0,1.4,5.82,1.45,2.96,0.18,1.15,0.32,3.39,0,0,6.6,4.61,45.74,0,6.55,0,16.88,20.95,168,5
20216,6265,0,0,4,6,3,0,0,0,0,0,2,2,1,1,0,2,34,0,0,0,0,0,0,0,23,12-24,secundaria,1,0,0,5,norte,5,0,Inactiva(o),0,7,4,3,85,1,85,5,4,1,3,85,3,4,85,85,85,3,0,0,0,0,0,0,0,0,0,250,125,0,0,0,0,0.36,1.1,0.51,0.09,0.6,0.05,0.75,0.39,2.17,0,1.32,8.66,30.50000000000001,30.19,20.34,7.46,63.51,0,168.00000000000003,NA
20217,6266,0,0,5,6,1,0,0,1,1,1,2,3,1,0,0,3,30.666666666666668,1,0,0,0,0,0,1,53,45-65,secundaria,0,0,0,1,sur,14,0,Inactiva(o),0,7,4,85,4,85,85,4,2,4,2,85,4,2,85,85,85,3,0,0,0,0,2,22,7.333333333333333,0,0,22,6.666666666666667,0,0,3.53,0,14.01,11.28,20.97,23.76,0,0,0.74,1.48,0,0,2.8,8.27,43.75999999999999,0,3.68,0,33.72,0,168,NA
